Gene.symbol	Healthy001	Healthy002	Healthy003	Healthy004	Healthy005	Healthy006	Healthy007	Healthy008	Healthy009	Healthy010	Healthy011	Healthy012	Healthy013	Healthy014	Healthy015	Healthy016	Healthy017	Healthy018	Healthy019	Healthy020	Healthy021	Healthy022	Healthy023	Healthy024	Healthy025	Healthy026	Healthy027	Healthy028	Healthy029	Healthy030	Healthy031	Healthy032	Healthy033	Healthy034	Healthy035	Healthy036	Healthy037	Healthy038	Healthy039	Healthy040	Healthy041	Healthy042	Healthy043	Healthy044	Healthy045	Healthy046	Healthy047	Healthy048	Healthy049	Healthy050	Healthy051	Healthy052	Healthy053	Healthy054	Healthy055	Healthy056	Healthy057	Healthy058	Healthy059	Healthy060	Healthy061	Healthy062	Healthy063	Healthy064	Healthy065	Healthy066	Healthy067	Healthy068	Healthy069	Healthy070	Healthy071	Healthy072	Healthy073	Healthy074	Healthy075	Healthy076	Healthy077	Healthy078	Healthy079	Healthy080	Healthy081	Healthy082	Healthy083	Healthy084	Healthy085	Healthy086	Healthy087	Healthy088	Healthy089	Healthy090	Healthy091	Healthy092	Healthy093	Healthy094	Healthy095	Healthy096	Healthy097	Healthy098	Healthy099	Healthy100	Healthy101	Healthy102	Healthy103	Healthy104	Healthy105	Healthy106	Healthy107	Healthy108	Healthy109	Healthy110	Healthy111	Healthy112	Healthy113	Healthy114	Healthy115	Healthy116	Healthy117	Healthy118
M6PR	32.221	16.821	25.786	53.661	32.943	23.309	16.434	30.978	48.068	24.787	44.073	50.778	45.435	16.941	25.4	12.179	37.915	23.063	48.639	13.711	34.97	20.858	30.296	21.685	37.122	28.949	56.279	41.548	44.998	39.543	108.951	27.596	21.287	35.428	40.089	36.097	39.832	38.241	36.577	18.423	61.434	29.015	27.388	55.834	30.449	36.048	16.448	25.478	19.41	24.744	42.814	59.325	40.163	29.019	29.486	33.93	46.541	61.038	33.903	90.006	42.209	49.24	43.386	46.257	73.227	49.49	134.902	65.572	71.397	15.925	39.627	26.734	59.018	16.648	89.325	42.687	8.006	14.741	88.18	34.195	8.6	54.535	46.028	46.544	25.284	28.404	74.578	47.857	20.251	15.073	124.943	109.57	3.95	109.125	72.777	29.435	47.848	62.289	58.164	85.527	46.178	103.819	39.108	37.401	1.343	89.641	33.507	51.033	37.504	36.619	44.179	79.221	73.695	62.648	37.937	34.058	20.347	67.196
KLHL13	1.273	0	0.079	0	1.283	0.276	0.854	2.881	0.233	1.129	0	1.376	2.208	0.386	1.145	0.244	0.151	0	3.808	1.027	0.367	0.559	2.472	0	0	0	0	0	0.08	0.637	3.802	0	0	2.267	0	0	0	1.343	2.328	0	4.712	0	0	1.41	0.654	0	0	1.988	0.358	8.664	2.223	0	1.975	1.892	0.224	0	1.073	0.042	0.835	0	6.823	0	0	1.539	0	0	1.133	0	0	0	0	0	1.11	0.327	0	0	0	0.525	0	0	0.911	0.854	0.171	0	0	0	0	0	0.34	3.127	1.134	4.737	0.801	0	2.411	1.612	0	2.502	4.857	0	3.814	0.246	0.666	0	5.4	0	0.587	0	2.123	0	2.172	0	0	0	0.574	0	6.646	1.896
CYP26B1	0	0	0	0.515	0	0	0	0	0	0.786	0.245	0	0	1.007	0.149	2.038	0	2.016	2.571	0	2.429	1.168	0	0	0.235	0	0	0	0	0.592	0	0	1.486	0	0	2.899	0	0	0	0.086	0	0	0.28	0	1.456	2.276	0	0	0	0	0	0	0	1.139	0.078	0.32	0	0.938	0	0	3.532	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	6.265	0	0	0	1.011	0	0	0	0	0	0	6.065	0	0	0	0	0	0.641	0.587	0	3.316	0	0	0.915	0	0	0	0	0	0	0	0	0	0	4.589	0	0	0	0	0
ICA1	41.797	32.105	36.771	43.639	42.942	15.71	36.424	52.629	60.162	32.977	17.834	51.258	40.082	27.887	49.19	37.621	46.287	18.446	29.323	34.86	54.404	29.153	59.861	32.465	41.314	47.033	33.175	49.384	39.192	29.525	33.215	87.155	59.658	12.531	24.531	35.255	50.737	27.901	21.184	34.373	66.763	43.869	15.695	34.748	36.017	23.004	44.616	41.904	28.446	55.314	25.904	56.581	45.025	26.352	34.675	51.025	53.354	32.707	43.093	0	19.357	35.011	11.385	19.007	17.77	0.098	13.533	58.735	69.426	0	19.579	19.655	24.448	25.911	22.172	9.256	2.282	37.745	24.006	16.323	16.09	25.796	14.084	20.662	23.499	0	36.821	27.252	29.606	1.807	30.629	5.626	30.557	16.437	17.831	18.269	8.924	9.459	25.053	24.98	24.859	6.271	0.815	17.173	30.747	24.827	23.186	43.108	20.847	9.888	13.1	7.89	35.226	20.761	21.394	26.155	31.156	30.093
DBNDD1	2.141	2.911	0	13.832	2.078	0.484	10.321	0.857	2.169	11.999	3.269	5.814	2.003	8.576	1.982	0	1.978	3.571	0.505	1.33	0.268	0.136	0.4	0	1.721	1.122	0.824	3.321	0	0.103	1.187	0.093	0	0.853	0	0.418	2.389	0.294	0.212	9.562	2.642	16.564	0	1.514	5.144	7.998	2.79	0	1.217	2.156	5.199	8.402	2.519	6.26	4.241	1.676	2.631	1.841	0.166	0	4.717	0	1.882	4.095	0	11.205	0	2.589	0	0	0.393	0	9.629	12.512	0	0	0	3.44	0	8.879	0	3.041	0.871	0.063	0	0	16.835	0	1.321	6.403	1.256	0	0.056	1.628	2.016	9.685	27.587	0.565	0	0.105	12.302	1.316	2.311	7.128	3.544	16.777	3.015	0	0	7.147	3.416	5.204	8.771	1.877	0.114	0	5.216	0
ALS2	9.02	16.216	11.351	8.702	3.451	9.036	10.132	5.693	15.826	4.112	9.701	11.1	4.818	9.211	14.243	8.696	2.332	8.763	2.095	0.537	14.387	5.016	5.91	9.823	11.12	11.796	14.391	8.357	12.289	6.668	7.914	12.011	16.357	10.034	15.008	7.192	5.197	5.6	6.065	4.537	9.791	8.289	14.064	3.942	6.812	14.996	2.272	6.861	14.481	11.085	13.731	5.265	5.893	7.186	8.956	4.887	7.152	17.076	7.047	4.964	15.47	6.225	9.091	7.063	8.906	14.955	8.178	13.486	5.518	5.567	12.163	13.205	12.688	3.388	9.648	4.36	2.392	10.865	7.262	11.963	23.155	6.569	6.806	16.405	9.115	4.892	3.647	26.524	8.763	13.744	12.109	3.007	32.685	8.984	5.023	6.282	7.344	4.266	9.672	10.749	16.649	11.235	3.967	2.717	1.147	9.53	6.499	13.771	11.884	11.457	12.513	12.235	11.928	3.663	8.778	10.209	3.655	15.401
CASP10	23.666	31.136	19.737	20.955	16.179	35.015	23.078	7.727	20.774	20.104	21.788	33.122	15.849	15.159	20.123	10.09	18.293	13.41	22.164	23.279	16.203	16.11	11.611	23.015	18.996	32.714	63.807	16.276	21.855	13.669	50.499	17.353	1.682	14.452	24.124	12.798	13.721	20.059	16.177	17.121	32.371	19.01	19.467	31.233	13.274	9.872	17.284	39.335	8.936	8.092	24.371	21.059	7.203	16.258	17.795	18.938	12.151	22.138	25.577	11.336	24.519	0	47.881	29.389	10.65	16.78	11.451	22.854	50.12	15.011	38.604	36.142	33.661	19.167	24.241	13.245	58.088	8.099	31.995	26.532	46.763	20.441	27.512	24.292	13.496	18.191	32.819	23.966	6.248	17.655	60.317	18.04	19.319	24.518	19.142	29.083	34.629	28.632	31.88	23.822	20.8	26.182	24.163	9.966	34.68	22.608	15.011	11.225	35.336	27.14	31.445	32.323	35.791	13.931	23.009	24.739	22.924	12.046
CFLAR	55.142	62.202	59.27	44.829	50.855	50.423	55.509	37.447	45.079	51.222	65.709	69.739	41.34	44.816	57.399	52.029	57.815	32.21	63.911	44.1	43.857	29.969	37.966	49.069	39.852	45.113	84.917	64.937	33.737	50.181	104.936	43.26	30.843	45.657	47.97	30.237	42.444	47.292	38.574	38.866	51.029	35.691	54.456	48.62	39.987	41.237	50.106	49.306	44.504	33.995	41.064	35.972	28.1	39.238	41.958	38.094	48.283	39.588	52.261	33.481	52.815	45.051	37.522	39.438	67.027	56.399	54.638	34.436	50.066	43.256	43.677	63.691	53.895	40.823	61.017	35.288	69.349	49.524	70.438	26.133	44.043	35.719	41.998	37.296	34.961	49.093	48.523	41.211	24.422	43.179	78.895	46.769	33.961	66.961	49.491	38.194	44.234	64.273	34.003	45.583	38.932	56.376	44.745	36.549	33.297	30.46	30.91	32.311	44.915	41.292	48.524	40.933	52.831	26.029	43.242	51.468	33.202	35.292
TFPI	40.273	37.304	25.793	27.955	60.332	35.765	12.544	90.666	23.179	7.487	18.825	30.887	49.363	47.466	20.88	27.052	94.205	25.363	38.863	53.392	44.72	61.194	73.454	20.633	82.68	77.786	36.208	65.44	40.625	34.239	49.268	63.769	89	60.953	36.095	135.005	30.642	36.63	52.984	41.47	53.231	33.981	20.379	54.76	49.595	60.378	69.95	77.371	31.72	183.714	50.751	74.939	128.838	90.125	58.112	57.662	50.487	59.369	30.984	6.016	39.473	34.658	20.237	2.473	23.282	70.417	14.464	8.812	24.292	1.334	25.522	19.658	18.399	18.94	3.997	84.128	29.595	12.32	3.529	23.209	28.445	41.302	8.248	20.018	16.064	7.559	36.793	14.24	49.175	11.806	7.192	30.992	37.457	19.053	18.424	17.099	27.527	24.601	80.34	41.14	13.51	23.638	22.611	12.838	12.311	22.448	94.657	25.464	35.363	23.053	7.991	10.559	28.938	30.771	23.157	12.411	31.535	38.438
NDUFAF7	26.405	20.938	16.369	34.887	2.181	5.605	12.103	8.096	20.371	11.157	8.665	11.576	9.401	4.889	30.451	0	9.229	13.847	14.786	17.24	0.702	1.605	7.879	13.212	3.066	5.401	19.992	9.508	0	6.366	16.275	0.366	7.292	24.34	0.606	3.158	9.182	6.422	3.478	12.666	31.199	6.785	19.872	17.882	8	4.801	5.062	8.997	6.503	0.135	6.921	5.421	4.249	5.183	8.669	10.205	14.743	12.565	17.065	0	1.338	0	6.536	1.535	0	42.928	21.093	2.959	0	0	8.158	0	9.805	65.497	60.725	3.434	4.437	0	0	0	0	4.535	17.969	9.862	14.274	9.251	11.805	2.644	8.308	1.068	21.6	10.147	4.889	15.118	17.84	0.755	0	0.067	0	0	28.34	24.574	6.369	9.121	11.052	13.375	9.98	0	1.437	9.961	9.348	18.104	1.425	7.851	7.04	10.834	5.404	2.112
RBM5	48.403	36.916	52.146	34.573	31.682	40.035	27.026	21.937	34.145	61.909	52.047	50.523	33.721	46.71	42.699	38.616	63.678	31.957	27.588	22.362	24.304	33.533	39.769	39.693	26.081	26.797	43.383	71.912	50.037	40.926	86.879	31.921	23.726	42.265	30.105	18.903	34.029	42.38	24.739	28.012	34.872	35.598	75.801	70.315	37.459	27.68	17.407	21.062	30.936	10.627	52.222	35.006	25.314	42.321	26.496	38.971	45.41	31.454	57.074	25.677	21.444	35.985	57.799	40.911	54.137	25.795	14.534	28.402	42.514	41.816	40.654	6.002	39.44	33.151	8.965	30.194	43.193	32.927	16.078	36.628	16.279	32.579	24.102	35.516	30.403	30.44	23.902	31.971	16.943	30.138	101.662	30.166	30.423	80.086	56.565	31.106	43.778	27.344	20.239	31.545	42.024	62.564	26.358	26.677	49.532	29.717	32.897	39.052	19.449	37.483	33.998	37.43	21.211	29.797	41.794	47.773	29.757	45.207
MTMR7	0	0	0	0	0	0	6.161	0	0	0	1.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A2	0	0	0	0	0.189	0	0	0	0	0	0	0	0	0	1.233	0	0	0	0	0	2.19	0	0.243	0	0	0	0	0	1.269	0	1.999	0	0.067	0	0	0	0	2.373	0	0.328	0.907	0	0.237	0	1.27	0.361	0	0	0	0.373	0	0	0	0	0	0	0	0	0	0	0	12.409	1.878	0	0.054	1.819	0	5.719	0	0	3.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	1.335	0	0	0	0	0	0	2.79	0	0	0	0	0	0	0	0	0	2.323	0.327	0	0	0	0.151	0	0	0	0.715	0	0	0
ARF5	63.218	75.92	50.872	110.856	48.945	54.483	65.977	52.881	104.326	50.037	53.678	72.217	96.384	82.8	106.289	81.954	59.092	68.174	101.201	68.559	64.427	75.164	65.258	84.598	87.849	48.221	78.025	68.027	76.542	96.213	78.719	88.324	142.007	67.424	89.683	89.48	155.137	114.291	75.466	110.414	55.469	50.719	106.575	89.727	73.419	52.944	132.182	55.142	99.518	60.468	116.14	99.681	56.202	77.091	90.435	83.258	83.939	32.691	51.295	0	64.313	0	92.968	130.581	132.95	88.891	307.037	134.081	86.967	28.182	76.369	0	101.584	65.472	64.952	57.51	222.421	148.2	82.729	79.573	129.227	132.744	171.65	142.959	136.71	92.683	101.52	131.583	192.001	250.512	160.474	99.422	111.63	131.79	110.482	157.27	140.627	90.098	112.855	182.06	166.372	120.263	148.19	140.687	184.203	159.826	86.538	187.97	145.447	217.841	126.309	127.663	164.169	159.611	102.013	109.606	217.721	139.322
SARM1	0.246	2.922	0.795	6.453	1.296	4.993	3.779	0.7	2.071	3.657	7.418	3.277	3.813	2.51	0.583	8.261	9.077	2.235	3.762	0.358	1.324	0.351	0	2.797	0.317	2.361	6.2	8.052	6.705	6.572	6.924	5.359	2.39	9.722	6.082	3.466	3.23	1.011	2.964	2.988	0.985	1.056	1.429	6.7	3.606	1.611	1.624	1.994	3.703	0	1.232	7.62	1.316	0.962	2.877	3.634	3.762	0.422	4.951	0	9.05	3.768	0.476	8.683	5.19	13.255	6.392	5.245	2.092	9.539	5.958	8.331	7.522	10.239	1.638	0	2.812	5.361	0.356	4.401	0	3.092	3.963	7.172	5.286	3.542	3.676	2.938	6.773	2.101	9.811	0.428	1.459	8.969	8.574	2.042	3.853	2.409	3.32	0.293	7.35	7.258	10.34	5.295	8.098	2.173	1.471	3.307	3.707	4.464	6.434	1.83	1.527	1.043	5.86	0.64	5.196	1.49
POLDIP2	70.917	79.148	64.704	47.475	34.729	94.848	90.608	37.357	78.86	78.676	64.003	73.819	61.985	61.131	39.695	78.72	44.68	93.874	143.976	48.458	56.53	26.399	43.401	58.517	54.718	40.284	96.266	53.871	16.026	63.887	101.329	31.081	56.484	42.38	115.015	30.014	70.546	59.475	67.29	81.914	87.321	80.771	115.862	48.37	65.626	54.199	57.281	45.152	109.784	14.379	101.599	63.577	33.526	44.607	71.669	36.344	56.056	79.025	64.999	107.981	23.903	82.873	65.758	50.657	129.795	56.042	79.488	94.886	125.88	147.69	130.291	35.311	87.523	22.426	293.623	136.105	87.07	60.272	71.575	165.24	92.522	62.765	88.573	71.899	87.525	110.528	64.444	77.888	68.519	86.531	66.151	70.113	51.874	54.309	53.349	99.528	55.494	77.158	75.413	70.996	83.158	46.084	73.192	70.002	167.689	89.136	114.761	218.311	100.556	46.969	102.481	139.674	96.137	45.755	99.358	88.875	115.43	54.772
PLXND1	12.708	16.178	11.138	8.661	8.586	20.421	12.749	8.263	9.839	10.12	16.4	18.774	14.606	13.453	10.006	18.895	14.489	19.169	24.409	13.745	3.095	14.308	12.604	8.05	11.192	18.469	10.332	14.333	21.516	8.735	75.752	2.333	6.999	13.426	6.865	3.552	8.186	22.104	11.683	18.285	9.618	2.932	21.15	40.438	7.405	8.163	10.498	3.421	12.876	22.63	14.79	55.596	7.346	6.233	13.844	12.698	30.121	1.661	10.155	14.875	19.696	46.581	25.813	15.543	10.244	14.224	22.101	13.559	36.36	37.542	12.621	21.733	22.701	8.832	28.883	14.34	37.818	17.115	20.378	10.446	13.343	8.57	7.166	25.075	19.642	0	12.772	11.952	9.101	22.958	107.621	51.546	14.308	71.22	57.674	19.248	23.922	45.539	12.381	21.84	16.073	54.838	6.527	14.136	10.167	22.232	14.125	17.914	26.001	12.872	17.976	57.511	39.269	17.988	25.385	29.731	12.175	12.119
AK2	55.155	45.547	64.643	28.628	39.02	49.555	55.907	25.161	46.957	55.58	38.559	45.062	41.189	17.936	34.812	46.111	18.202	55.681	42.067	65.664	59.002	38.767	51.458	45.361	38.884	44.862	76.3	32.326	58.769	46.113	55.518	15.4	36.259	59.215	64.397	16.542	27.911	57.727	34.499	27.092	34.181	37.832	55.333	31.123	70.763	35.875	21.283	29.486	28.73	39.424	68.322	47.736	22.951	36.22	37.255	44.081	31.468	41.796	29.535	37.37	34.343	21.979	20.094	45.271	46.275	69.296	49.791	30.74	103.11	45.626	26.727	67.599	40.663	51.028	11.001	46.333	57.893	41.317	39.964	82.726	64.906	39.609	69.251	36.138	83.915	40.736	41.014	48.092	30.488	92.237	53.975	49.299	32.19	39.546	52.72	41.633	70.862	26.986	27.738	30.683	66.741	33.934	31.09	55.777	54.866	30.182	34.86	43.509	54.926	30.67	68.728	46.096	63.207	27.512	44.755	92.056	50.23	42.472
CD38	8.777	6.782	6.458	5.21	2.977	2.704	2.456	4.671	1.516	14.04	6.048	2.476	5.431	0.54	7.654	8.947	17.05	0	16.573	0	5.799	7.503	0.746	11.802	0.172	5.143	25.397	7.912	1.707	6.493	9.682	3.834	2.641	10.505	12.53	2.267	10.735	4.994	6.372	6.431	11.386	4.655	4.37	3.477	2.53	6.72	12.963	19.032	2.309	4.305	16.639	2.985	3.898	3.021	3.192	4.92	2.385	17.588	7.116	9.519	12.92	7.775	0.464	20.717	11.804	14.263	0	7.529	11.757	16.638	8.58	3.587	1.83	1.901	13.861	0	15.86	5.664	1.978	9.308	0	6.763	6.395	3.355	7.315	9.812	23.397	5.751	9.042	3.83	8.363	15.286	2.06	12.997	12.118	12.867	12.556	1.615	0	16.723	2.325	6.983	6.429	5.105	4.471	0	6.07	17.091	8.818	1.213	9.609	5.167	14.362	5.275	7.792	7.252	4.276	1.272
FKBP4	37.881	40.884	37.39	45.192	25.461	25.717	43.261	18.863	37.055	47.181	53.836	43.824	36.105	24.251	27.684	94.067	14.839	48.948	34.687	14.304	21.662	17.094	30.235	39.772	23.883	20.301	128.249	20.662	54.002	42.103	32.948	35.858	11.924	29.48	22.65	17.902	38.751	23.266	48.535	29.285	9.936	28.857	43.374	24.207	30.395	26.206	40.836	25.097	17.209	6.742	60.833	30.565	16.806	34.738	28.44	25.298	26.438	30.314	29.89	95.23	22.994	10.18	48.629	28.858	49.757	14.712	30.136	97.555	37.827	58.663	27.584	68.623	32.488	61.196	51.573	15.058	22.239	46.175	39.076	22.791	14.029	39.061	39.894	41.414	32.358	39.175	30.904	32.513	15.785	55.354	49.464	17.726	13.269	43.606	41.238	36.096	37.729	36.059	33.793	45.522	28.951	30.767	44.334	43.937	41.248	31.117	40.247	29.769	23.031	29.95	40.189	41.565	7.456	39.965	30.723	44.508	28.221	19.579
KDM1A	80.059	93.906	85.956	66.288	75.112	77.297	123.709	78.787	78.151	85.262	95.582	108.003	87.633	75.28	74.904	94.895	56.326	88.07	81.018	90.658	67.536	76.956	97.299	43.413	54.905	64.473	57.569	95.847	69.859	83.272	55.31	119.545	97.584	75.671	125.659	78.597	95.291	70.255	73.945	74.282	87.014	114.697	123.732	77.245	89.596	71.713	73.288	40.481	108.579	78.486	85.86	75.35	61.237	67.467	60.627	69.315	73.395	105.677	71.105	126.182	115.538	53.887	66.582	124.686	87.438	145.903	95.27	99.217	170.549	47.459	106.865	73.631	113.906	66.775	36.452	42.12	124.078	94.401	72.289	64.709	56.449	82.788	80.359	79.537	79.694	107.264	86.979	104.661	73.017	116.409	72.6	96.455	44.858	71.189	80.056	108.73	41.154	153.22	85.835	88.31	92.131	59.699	116.753	57.55	65.624	94.132	89.726	105.981	86.63	59.028	80.646	74.028	81.807	54.069	97.584	140.374	56.61	75.312
RBM6	49.625	30.983	67.145	64.883	54.936	50.447	54.222	43.854	56.488	77.421	75.331	82.041	62.817	68.214	67.744	66.497	50.327	90.004	76.579	35.571	51.105	40.48	39.833	64.892	40.662	70.207	41.673	106.366	73.871	69.353	99.12	41.969	86.482	63.649	75.305	47.846	81.741	75.717	33.457	47.705	70.776	72.281	100.834	95.795	60.499	60.181	50.131	48.153	52.483	33.008	75.682	42.033	49.812	63.122	56.191	55.95	66.483	61.534	73.632	8.042	74.365	27.722	46.045	72.676	80.504	36.167	55.926	75.232	86.415	34.715	50.495	24.085	63.329	56.574	8.864	77.209	48.364	79.609	47.288	43.269	54.254	51.609	71.139	60.623	94.132	46.875	77.11	57.148	74.228	86.974	97.765	122.556	48.851	134.541	84.473	72.29	66.021	34.68	62.389	41.83	62.091	84.712	80.703	50.892	47.38	88.947	68.735	27.164	59.76	62.414	57.485	67.076	63.385	35.869	88.428	73.151	51.129	41.668
CAMKK1	3.684	9.254	0.745	0.638	2.346	3.017	1.275	2.876	4.506	1.77	3.061	1.423	1.293	7.122	0.707	4.131	1.702	5.972	4.233	3.22	1.555	2.631	0.603	0	0.714	0.322	0.133	5.163	0	5.462	7.748	4.2	0	4.128	0.06	1.418	0	2.021	0.41	2.62	3.182	3.959	3.468	4.048	3.442	0.659	3.495	0.685	0	0.398	2.674	2.304	0.348	2.116	1.105	2.293	0.551	0.119	1.607	0.088	4.278	2.979	5.143	1.258	2.999	7.489	2.131	8.03	0	11.048	0	0	5.916	0	1.438	28.425	3.2	6.957	1.559	4.027	13.262	4.238	0.361	3.627	16.885	0	4.603	6.069	0.639	5.322	7.85	5.525	5.49	8.566	2.9	2.506	2.741	0	0.029	6.942	3.969	8.919	0.805	4.457	3.831	1.222	1.045	0	0	6.071	4.06	4.931	1.725	3.735	2.898	5.376	2.075	4.719
RECQL	82.704	83.536	84.808	85.653	82.072	53.964	107.027	61.613	79.777	127.466	107.064	146.447	100.855	117.489	109.905	79.369	74.137	44.673	86.588	68.96	88.591	99.953	61.083	105.87	102.137	56.935	99.343	82.692	69.618	84.693	80.98	51.994	54.683	49.343	149.415	84.647	90.464	80.929	52.296	79.848	129.424	79.91	49.559	62.951	97.725	78.659	49.642	49.963	83.134	25.649	73.377	70.053	58.29	71.065	54.923	64.952	64.293	86.863	98.455	98.272	59.82	87.798	102.61	80.743	79.327	58.104	84.182	107.598	86.947	155.387	95.2	8.383	87.136	115.985	10.753	66.087	90.045	92.494	66.446	105.658	80.928	52.855	117.526	85.615	160.834	137.249	78.551	60.693	64.577	106.31	70.922	88.599	133.977	56.215	56.176	77.338	90.737	92.041	53.226	141.931	151.093	62.214	138.395	92.523	103.714	86.758	107.398	100.101	71.004	84.278	109.308	71.185	68.59	45.92	85.166	122.474	87.035	92.47
VPS50	13.95	21.889	17.371	22.783	22.133	25.211	27.301	24.614	26.167	19.764	28.73	19.096	19.113	17.232	23.684	22.997	14.213	16.276	18.042	9.087	26.903	6.881	11.772	14.301	19.787	9.19	32.769	20.96	20.174	22.51	24.009	6.012	14.486	12.879	11.628	10.49	6.93	21.099	15.837	23.651	19.467	16.564	14.742	14.476	14.708	8.787	22.381	14.571	20.573	15.338	17.751	18.286	16.008	16.101	16.069	20.333	16.504	24.307	24.44	0	26.396	0	13.429	13.735	24.998	25.878	1.742	12.978	38.808	1.185	23.669	1.053	19.887	28.362	39.048	32.72	3.917	19.777	10.175	14.159	3.644	11.885	21.124	15.893	19.189	10.78	13.239	9.429	6.072	0	10.87	9.94	11.345	14.125	8.692	19.3	42.669	21.836	16.279	8.128	12.38	10.227	24.169	20.086	27.618	7.076	13.49	5.949	5.967	16.334	12.051	15.054	18.342	9.782	16.614	13.162	18.854	13.997
HSPB6	2.384	1.201	0	1.75	0.868	0	0	5.248	3.963	0.954	3.034	0	0	0.391	0	0	3.059	0	2.341	0.463	0	0.757	0.371	0	5.135	0	1.146	2.941	0.324	0	0	0	0	0	3.344	3.786	2.851	1.362	0	0	0.49	3.416	0	4.817	1.061	0.474	3.884	0	0	17.435	11.536	2.144	2.504	1.245	7.039	0	1.188	1.538	0.154	33.744	0	0	0	0	0	9.469	0	0	0	0	0	47.198	0	0	0	0	15.897	0	1.345	68.956	0	0.192	0	0.176	0	0	7.155	0	0.46	0	27.237	0.154	17.492	2.266	0	20.555	0	24.881	14.621	0	0	15.656	0	0	0	0	13.154	0	4.109	8.093	6.379	0	0	0.871	0.106	1.035	0	3.214
ARHGAP33	0	0	0.105	0	0	0	2.267	0	0.062	1.249	1.81	1.157	1.714	0	1.045	3.563	1.601	1.774	0	0	0	0.124	0.486	0	0.112	0	0	0.412	0	0.094	5.889	0	0	0.777	4.461	1.144	0.933	0	0	4.355	3.288	0.479	0	1.379	0.954	0.077	0	0.352	1.98	0	1.098	0	0.328	0	0.149	0.794	0	0	0	0	0	0	0	0	0	0	0	6.618	13.361	0	0	0	2.315	8.857	0.72	0	0	0	0	0	0	0.063	1.077	3.682	1.66	0	0	0.612	0.301	7.71	26.132	3.723	0.456	5.532	6.139	0.044	1.026	0	0	2.103	5.188	4.414	0	0	0	0	0	0	0.043	0	3.908	0.038	0	0.677	3.535	4.031	0	0
NDUFAB1	120.931	100.078	72.631	82.836	52.258	91.947	110.687	57.219	77.745	61.592	115.557	156.69	89.44	55.779	86.036	133.103	49.358	69.513	81.077	52.784	155.486	115.565	96.688	95.158	79.163	55.268	47.778	51.526	43.186	70.163	75.854	36.191	50.25	195.354	111.238	53.884	117.024	71.514	42.537	127.225	77.785	46.188	134.281	44.69	85.855	81.784	33.912	65.349	65.607	4.919	135.811	41.301	46.328	39.05	64.233	71.063	54.72	62.304	72.742	0	59.554	14.175	31.819	178.099	136.47	215.682	128.787	67.018	106.949	99.6	130.068	283.646	105.181	225.815	159.438	89.233	137.247	119.045	44.857	164.91	29.93	87.549	100.641	70.538	160.922	238.935	177.206	92.691	42.366	134.204	109.267	40.187	27.639	50.621	107.634	112.699	61.15	74.751	7.658	77.46	167.401	62.523	111.558	89.085	58.846	72.652	89.742	163.005	123.463	127.066	176.394	117.994	252.381	100.816	142.649	147.435	97.94	142.804
PDK4	99.553	40.691	50.084	51.802	35.574	92.11	69.145	26.8	119.808	51.32	73.469	157.648	63.399	68.712	78.56	177.573	48	36.831	118.034	49.543	114.785	47.256	79.076	23.684	66.356	93.082	253.962	70.253	46.364	118.301	125.472	41.793	35.937	45.094	98.658	40.819	44.69	118.403	73.955	70.868	64.417	40.79	102.545	56.871	59.887	28.957	29.147	37.266	33.737	51.377	75.483	131.235	28.705	38.081	96.936	77.258	69.506	58.89	62.95	55.59	78.531	103.138	48.115	63.678	61.204	64.38	11.33	80.57	139.464	39.759	46.636	112.878	69.091	125.083	87.38	114.277	49.39	102.05	119.005	38.812	145.097	70.129	78.855	30.666	66.638	54.828	145.852	72.105	29.591	44.238	45.906	100.186	29.063	52.706	31.696	123.875	59.96	129.445	57.668	111.76	148.586	40.468	37.048	111.475	37.718	47.669	47.518	65.148	101.005	66.863	145.093	66.082	109.993	69.317	101.618	86.975	53.762	40.879
SLC22A16	0.7	2.38	6.232	0.771	2.166	0	0	2.732	5.985	0	4.559	3.934	7.296	0.862	3.325	7.413	0	29.064	1.031	0	4.595	0.167	0.491	18.263	0	0.153	0	0.37	2.139	2.532	8.09	0	0	5.49	0.34	3.336	5.755	1.56	0.91	14.159	0	2.902	5.032	2.387	7.125	1.043	0	1.658	0	0	0	0	0.11	0.457	10.402	0	1.657	0	5.7	0	3.596	0	1.222	0	33.204	0.123	0	9.319	0	0	0.386	0	1.417	8.589	14.627	0.089	8.385	3.469	0	25.168	5.828	0.848	0.611	1.084	3.028	0.581	0	5.835	0	0	9.728	0	0	5.067	0	0.47	14.373	1.827	4.368	5.534	0	14.086	2.834	0	0	1.548	8.277	1.488	0.117	1.832	3.116	5.825	0	0.336	7.699	0.046	3.27	0.086
