Gene.symbol	BRCA001	BRCA002	BRCA003	BRCA004	BRCA005	BRCA006	BRCA007	BRCA008	BRCA009	BRCA010	BRCA011	BRCA012	BRCA013	BRCA014	BRCA015	BRCA016	BRCA017	BRCA018	BRCA019	BRCA020	BRCA021	BRCA022	BRCA023	BRCA024	BRCA025	BRCA026	BRCA027	BRCA028	BRCA029	BRCA030	BRCA031	BRCA032	BRCA033	BRCA034	BRCA035	BRCA036	BRCA037	BRCA038	BRCA039	BRCA040	BRCA041	BRCA042	BRCA043	BRCA044	BRCA045	BRCA046	BRCA047	BRCA048	BRCA049	BRCA050	BRCA051	BRCA052	BRCA053	BRCA054	BRCA055	BRCA056	BRCA057	BRCA058	BRCA059	BRCA060	BRCA061	BRCA062	BRCA063	BRCA064	BRCA065	BRCA066	BRCA067	BRCA068	BRCA069	BRCA070	BRCA071	BRCA072	BRCA073	BRCA074	BRCA075	BRCA076	BRCA077	BRCA078	BRCA079	BRCA080	BRCA081	BRCA082	BRCA083	BRCA084	BRCA085	BRCA086	BRCA087	BRCA088	BRCA089	BRCA090	BRCA091	BRCA092	BRCA093	BRCA094	BRCA095	BRCA096	BRCA097	BRCA098	BRCA099	BRCA100	BRCA101	BRCA102	BRCA103	BRCA104	BRCA105	BRCA106	BRCA107	BRCA108	BRCA109	BRCA110	BRCA111	BRCA112	BRCA113	BRCA114	BRCA115	BRCA116	BRCA117	BRCA118	BRCA119	BRCA120	BRCA121	BRCA122	BRCA123	BRCA124	BRCA125	BRCA126	BRCA127	BRCA128	BRCA129	BRCA130	BRCA131	BRCA132	BRCA133	BRCA134	BRCA135	BRCA136	BRCA137	BRCA138	BRCA139	BRCA140
WNT16	0	0	0.643	0	0	0	0	0.43	0	0	0	0	0	0	3.405	0	0	0	0	0	6.843	0.235	0	2.171	3.445	0.223	0.709	0	0	1.084	0.062	0.055	0	0.157	0	4.846	0	0.092	0	1.018	0	0.542	3.423	0	0	1.134	0	0.763	5.457	2.749	0.809	6.208	0.874	0	0	1.159	0.769	3.805	0	2.558	0.295	0.467	0	1.234	0	1.88	0	0.484	0	1.213	2.774	0.73	2.361	0	2.041	0.863	2.064	2.073	2.935	8.032	1.026	0	0.448	0	2.484	1.914	2.349	0	0.185	0	1.746	1.914	1.527	1.297	0	3.523	1.05	5.078	0	0	5.211	0.091	0	0.253	0.07	0.24	3.885	0.806	0.07	0.776	2.182	4.254	6.906	0.082	0	0.673	4.463	4.141	4.057	0	0	0	3.057	0.119	2.784	0	0	0.436	0	1.302	0	0.457	0	0.206	0.073	0	2.331	2.481	0	0
HECW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0.203	0	0	0	0	0.668	0.085	0	0.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146	0	0	0.102	0	0	0	0	0	0	0.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221	0	0	0	0	0	0	0	0	0.445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214	0	0	0	0	0	0	0	0	0	1.28	0	0	0	0	0	0	0	0	0	0	0.297	0	0	0
MAD1L1	20.789	22.462	40.333	36.107	37.516	12.778	72.705	29.194	34.589	21.741	9.636	17.424	31.104	49.068	24.569	31.132	23.82	49.274	36.358	50.207	14.183	32.297	36.435	40.06	38.814	26.103	35.105	43.038	34.647	30.427	32.07	45.268	24.734	30.42	37.86	16.404	50.502	19.066	42.303	33.02	42.098	33.107	35.974	34.185	40.345	33.661	33.835	23.63	33.464	38.549	37.287	50.077	24.783	23.068	43.859	31.494	32.664	19.154	30.25	19.963	21.661	19.239	47.23	17.498	18.8	24.596	24.987	27.926	13.234	24.89	21.607	42.804	32.972	29.479	33.337	24.106	35.952	34.078	25.67	27.475	37.284	24.648	33.084	35.031	35.242	30.046	42.058	25.533	22.789	36.137	35.742	22.685	15.151	30.899	41.09	28.444	32.669	34.638	30.763	32.564	26.672	25.004	46.155	17.796	46.264	39.345	20.702	38.794	19.289	40.31	27.36	35.631	37.307	16.9	43.609	29.374	38.076	30.067	40.169	27.857	36.137	18.256	42.601	38.463	27.839	40.292	38.413	48.912	42.517	51.731	47.713	44.64	39.523	33.378	36.1	50.091	54.061	46.438	32.476	62.944
LASP1	150.446	80.974	84.676	93.282	103.999	164.983	96.577	83.066	163.472	165.193	76.374	97.938	247.159	126.396	97.143	166.277	116.748	109.076	175.166	174.658	142.443	165.08	172.502	182.306	175.086	170.915	192.045	201.183	198.291	202.703	195.234	201.52	184.481	195.647	188.919	147.237	197.991	149.842	225.253	200.514	240.67	172.753	209.891	229.735	229.905	146.307	154.425	219.153	188.993	249.947	240.615	203.081	228.18	117.109	196.469	162.275	123.911	102.701	187.255	150.469	189.005	142.506	194.003	135.261	177.828	166.738	199.037	204.76	166.162	135.058	174.332	177.564	152.113	182.519	180.601	145.965	195.72	158.624	172.13	170.695	154.552	210.753	209.816	167.968	198.392	211.509	193.735	146.187	122.151	187.877	186.312	178.266	148.057	197.62	188.132	168.405	165.694	138.968	246.038	190.302	247.194	158.373	190.519	133.654	172.826	189.775	147.588	210.527	126.596	193.325	137.826	201.564	179.093	105.541	210.284	197.803	178.708	205.491	240.427	180.974	180.741	204.982	201.304	220.145	172.422	183.571	158.947	166.607	200.882	208.685	214.603	198.341	174.606	161.484	208.79	169.412	141.241	237.211	238.15	154.879
SNX11	20.841	24.29	98.321	64.227	31.195	3.04	49.451	12.821	5.349	37.529	23.023	30.015	37.029	41.301	38.285	27.78	10.401	5.098	2.448	31.638	15.324	17.728	15.676	26.595	26.825	31.752	21.109	11.887	38.512	35.677	29.754	30.911	21.805	31.325	21.682	26.443	22.906	19.761	11.461	30.658	20.61	19.658	17.079	30.521	28.136	27.201	23.586	22.808	37.884	24.426	30.065	17.269	39.893	24.997	10.401	19.651	7.647	12.732	23.287	16.195	18.651	16.037	12.563	17.294	8.542	18.164	26.191	14.96	35.624	13.024	10.517	12.873	26.083	30.818	21.556	18.285	23.788	12.735	31.261	17.375	7.764	28.279	32.24	26.119	37.832	20.254	31.011	9.623	26.198	10.432	25.335	22.663	18.251	16.489	20.996	36.162	24.003	18.539	28.651	31.584	24.109	33.724	19.865	24.93	25.993	21.747	20.559	19.85	23.6	12.223	18.68	19.765	11.935	28.896	23.892	16.701	30.604	27.682	45.411	34.559	20.393	30.092	43.358	25.635	15.843	24.106	23.93	13.965	30.48	25.907	39.737	30.913	14.05	29.309	26.698	49.102	17.948	33.794	25.763	12.156
TMEM176A	0.45	3.846	16.583	23.473	6.346	0.3	0	11.409	5.933	0	3.424	4.208	0.673	0.481	8.047	9.124	0	10.386	19.453	8.808	0	1.981	1.757	0.555	4.604	1.743	10.774	10.47	1.635	1.411	14.207	1.38	7.38	2.161	5.497	9.397	4.641	0	1.643	12.818	0.631	0.056	3.953	12.933	13.83	0	18.705	0	11.625	9.856	10.773	18.01	0.409	11.431	17.782	3.327	4.612	1.926	3.273	10.671	15.742	12.073	5.372	1.735	15.052	0.08	10.087	24.665	5.687	20.605	0.8	9.01	4.08	2.026	9.399	2.022	4.366	8.241	2.834	9.215	0	3.958	23.638	3.185	8.573	9.33	19.081	4.578	5.442	9.506	10.231	12.397	5.538	2.932	10.908	2.477	5.833	4.343	0.988	4.952	12.949	4.786	5.935	2.489	6.273	1.296	6.878	4.283	4.417	2.728	3.409	4.457	5.106	16.596	1.449	10.604	1.917	24.278	17.629	10.674	4.194	11.467	8.763	19.011	5.057	1.74	1.297	7.196	0	4.037	1.889	12.56	4.085	6.551	0.957	16.049	10.46	0	9.851	2.087
M6PR	41.142	84.224	81.65	42.534	53.442	23.63	42.932	43.273	33.598	49.748	36.316	45.803	8.373	42.385	48.948	44.204	52.69	31.217	101.798	59.287	41.217	41.047	47.498	41.92	35.855	35.966	51.21	38.751	30.62	62.3	53.357	35.584	18.929	39.996	63.286	30.103	44.683	45.391	60.995	26.524	60.551	43.463	52.505	39.878	23.878	39.962	37.359	54.309	33.076	27.692	48.404	32.871	42.009	23.227	35.723	47.341	28.807	43.827	41.576	21.757	31.798	36.021	25.788	30.062	27.321	35.422	38.999	55.794	32.447	43.194	42.097	36.977	30.634	56.43	34.11	27.889	41.858	26.044	30.867	42.94	30.72	51.145	34.649	26.089	44.795	30.988	40.017	42.474	36.051	40.607	27.266	38.165	31.754	28.059	44.77	24.183	28.548	44.934	51.893	21.538	26.47	38.653	35.097	22.874	49.024	43.809	36.399	59.253	48.767	23.171	42.577	33.994	43.06	46.927	63.094	52.691	25.847	38.486	45.531	30.383	46.151	46.173	29.235	54.888	28.798	48.724	23.761	24.556	35.961	41.945	42.154	41.345	33.779	39.518	51.67	70.977	19.575	39.627	17.773	51.152
KLHL13	1.569	0	9.163	4.026	0	3.289	5.612	0	0.097	1.118	1.344	2.35	0	0.479	0	0.945	0	0.454	0	3.241	3.424	0.603	2.907	0.737	0.328	0.313	0.331	0.223	0.815	0.788	1.439	1.553	0	1.395	3.092	0	1.479	0.518	0.357	0.089	0	0.253	0.714	6.625	0.144	0	0	0.139	0.669	0.405	0.676	0	0.041	0.035	0	4.093	0.287	0.604	0.204	1.613	0	1.7	0	0.736	0.551	1.996	0.186	2.53	0.254	0.779	0.797	0.284	0.723	1.425	0.308	0.317	0.47	1.135	2.476	0.87	1.084	0.086	3.019	1.87	4.087	1.967	1.682	1.059	0.202	1.421	0.68	0.325	1.023	0.036	1.305	1.234	0.91	0	0.179	0.822	0	0.596	0.146	0	0.987	1.853	2.083	1.088	0	0	0.645	0.545	1.827	0	0.427	1.942	2.345	0.341	1.55	1.532	3.566	0	1.036	1.385	1.3	4.451	1.065	0.285	5.161	0	0.109	1.138	0	0	0	0	0	0.398	0	12.794
CYP26B1	0.468	0	0	0	9.014	0	0	1.397	0	0	0	0	0	0	0	3.617	0	0	0	0.282	0	0.687	0.087	0.898	0.788	0.967	3.276	0	1.796	0	1.162	0.78	0.391	0.375	0.185	1.883	2.321	0	0.321	0	0.404	0.196	0.994	0	0.843	0	2.698	0.055	0.287	0.125	0.332	0.615	0	0	0	0.283	2.799	0.297	1.135	2.329	0.766	0	4.178	0	0	0.556	6.393	0	0	0.493	0.139	0	0.959	0	0	0	0.413	0.139	0	1.504	0	2.388	1.54	0	2.423	8.589	8.706	0.284	2.972	0.453	0.804	5.658	0.777	1.935	3.376	0	2.194	1.816	0	2.29	1.103	1.601	8.845	23.435	0.229	0.313	2.339	1.748	0	0	1.088	0.271	0.449	0	2.239	0.04	2.539	0.422	5.795	3.765	1.009	0.273	2.845	1.08	0	0	0.582	3.177	0	1.759	6.299	0	0	2.005	4.266	0	0.276	2.067	0	2.06
ICA1	24.168	24.25	69.272	25.182	18.271	16.647	37.06	17.759	16.467	33.309	64.65	10.52	20.595	16.993	28.522	25.876	36.151	8.165	0.401	15.807	19.771	34.124	27.666	22.503	24.626	19.244	39.168	37.463	22.289	29.356	18.527	19.846	16.55	21.767	16.648	35.798	29.977	31.88	15.191	32.824	27.351	8.712	19.601	12.871	21.279	19.477	24.371	16.872	14.186	22.832	22.223	39.141	35.411	21.682	65.033	25.451	34.752	35.265	22.989	42.047	38.405	38.894	34.503	38.936	40.229	22.51	32.685	19.802	31.638	17.891	34.43	37.072	15.05	33.488	22.378	30.086	18.562	42.702	27.283	13.924	41.975	22.604	15.107	42.559	28.419	27.504	25.422	31.52	17.544	43.994	25.471	31.793	36.738	16.429	14.757	29.95	22.846	30.426	22.529	17.905	14.139	14.408	38.257	50.715	16.158	31.065	30.603	14.217	13.46	28.587	34.335	31.647	34.736	25.587	49.332	19.489	39.177	24.632	18.728	30.712	14.518	15.521	19.939	17.476	15.471	18.448	25.46	7.62	39.89	27.249	27.54	20.355	18.506	51.121	14.192	11.181	22.227	40.681	25.596	28.313
DBNDD1	2.124	0	0	0	0	0	0	5.166	5.651	2.173	0.075	0	0	19.094	0.504	2.323	4.314	0.662	0	4.92	0	8.15	10.477	12.091	7.425	8.354	2.704	9.689	4.749	3.936	8.639	8.497	2.903	1.855	2.833	3.298	9.874	4.528	2.355	0.476	5.535	3.853	4.077	4.321	3.992	2.542	8.428	1.587	11.106	8.174	4.607	7.444	8.562	1.459	1.627	5.029	5.337	0.207	3.862	4.005	3.309	5.591	1.537	0	1.607	3.432	5.968	14.223	2.281	3.302	0.944	9.441	4.218	4.241	7.193	6	6.232	6.228	4.205	4.811	3.197	1.041	1.655	6.773	2.728	8.404	2.291	2.553	1.135	1.079	6.934	4.027	3.796	11.216	4.543	3.477	12.759	8.424	1.664	2.897	7.671	3.91	0	1.894	6.569	4.951	3.428	6.586	2.921	5.106	5.495	13.116	4.857	7.175	1.435	1.498	5.063	7.903	8.785	5.036	5.522	0.714	9.097	3.794	2.843	6.89	17.346	6.413	6.901	9.409	6.224	1.088	7.157	0.56	7.938	2.794	4.231	1.161	0	12.354
ALS2	13.419	13.648	14.344	21.401	9.821	7.137	6.888	3.463	14.176	28.721	17.137	11.363	6.204	18.103	6.322	21.24	15.553	3.846	9.635	17.706	15.401	6.267	14.902	10.537	13.222	13.246	8.422	8.106	18.76	7.055	12.674	9.827	11.161	8.525	12.876	6.017	9.726	6.79	7.311	6.991	9.499	5.654	9.981	14.525	8.491	10.598	16.981	11.727	6.543	16.843	8.088	15.632	6.886	10.352	25.988	11.26	13.955	8.413	14.3	7.633	8.42	7.474	24.323	8.309	11.273	10.146	8.261	12.608	12.058	6.76	7.405	5.617	9.73	7.268	7.637	9.97	13.264	5.612	7.98	11.3	9.868	12.396	16.482	12.653	11.932	15.239	20.85	13.23	7.914	13.158	6.49	12.57	8.444	8.05	8.008	11.341	17.825	7.614	9.377	17.466	9.894	7.473	8.642	12.132	5.641	7.514	9.986	7.203	12.414	10.784	5.825	8.907	8.361	8.534	11.364	14.96	14.365	9.052	13.087	13.819	11.072	11.921	16.807	12.18	7.014	4.583	5.6	16.905	8.921	15.383	11.439	14.082	14.904	9.296	15.841	11.859	4.968	14.584	10.474	15.81
CASP10	16.176	6.404	20.432	24.668	17.434	33.385	22.567	19.545	37.278	44.596	17.055	15.062	41.93	27.971	4.447	33.911	27.502	15.685	5.809	22.957	11.049	19.044	23.583	18.806	25.49	20.497	18.027	23.473	16.126	21.482	22.742	25.48	25.179	23.683	21.149	21.49	9.488	11.48	33.156	24.023	30.167	16.23	21.431	25.467	35.371	30.8	24.027	21.194	18.311	31.382	28.008	37.172	29.244	32.64	12.181	21.482	24.087	18.847	18.357	18.612	19.601	17.786	32.57	11.385	19.257	25.716	19.501	25.618	31.055	16.201	25.918	20.105	26.278	23.849	30.408	22.357	28.304	21.997	18.842	24.655	27.808	22.483	28.267	27.032	33.559	29.618	35.955	21.601	29.957	27.912	23.798	20.316	24.988	28.028	18.509	20.565	26.935	19.259	32.749	19.65	27.149	31.111	42.812	11.561	22.737	26.422	20.07	24.033	21.193	18.263	17.794	12.567	20.78	18.379	28.921	32.807	31.204	27.077	38.145	21.979	27.346	13.832	25.336	29.118	14.341	21.216	37.531	20.594	33.362	28.074	26.642	28.657	20.248	14.851	32.944	25.468	28.131	23.059	27.287	24.509
CFLAR	50.645	37.474	37.388	56.987	36.492	62.505	49.861	54.867	43.109	42.741	45.503	34.594	39.564	41.868	46.516	62.984	31.801	46.482	67.657	59.219	26.815	42.886	54.724	45.739	45.124	44.997	56.699	48.365	53.922	48.614	54.76	45.224	44.849	57.155	51.517	27.403	47.622	47.552	46.387	48.178	63.945	67.017	42.721	42.842	40.773	41.077	39.448	58.569	50.433	55.991	50.286	49.975	42.396	31.537	57.728	40.564	62.472	33.301	58.352	44.901	52.179	30.924	65.329	37.81	58.64	62.602	52.382	45.636	49.103	67.587	39.211	44.785	55.427	52.751	52.771	57.41	69.348	42.049	56.872	41.854	38.037	58.64	56.097	42.263	53.983	47.048	50.43	33.028	43.702	51.306	39.951	46.098	45.866	52.032	63.547	48.625	45.441	53.302	60.254	63.425	69.249	42.708	61.353	76.842	59.082	54.379	49.297	48.398	91.206	52.691	42.281	58.368	46.224	45.416	43.114	64.872	63.843	63.229	58.62	57.577	58.349	54.551	50.314	58.491	36.156	52.626	41.261	45.537	39.36	56.344	52.408	34.36	24.668	41.646	48.303	40.502	27.859	46.628	38.835	26.582
TFPI	30.474	1.298	7.88	2.514	7.988	16.842	26.849	6.777	20.453	19.951	22.002	9.959	5.599	8.381	17.678	8.728	20.452	25.542	3.852	14.166	20.865	40.914	21.389	17.308	31.45	30.4	27.415	27.777	17.095	8.468	23.036	6.693	20.594	25.953	13.678	20.606	19.023	31.715	8.32	17.99	7.628	7.996	7.622	14.986	6.393	15.447	17.785	13.653	6.399	12.97	18.593	11.751	16.244	39.73	16.675	29.359	15.966	49.534	15.795	55.908	44.866	57.605	22.963	41.673	28.039	52.252	18.714	14.839	44.697	11.184	20.227	27.706	17.476	14.726	50.83	41.255	14.793	38.664	29.662	9.964	28.874	10.273	9.016	34.324	5.186	13.349	8.173	40.939	21.976	19.71	42.581	19.96	37.499	7.348	7.591	22.166	14.319	27.687	18.533	21.896	7.793	4.645	5.549	30.416	9.923	33.021	55.918	14.067	14.96	17.229	40.335	14.468	36.141	21.917	9.781	15.372	12.113	15.732	9.171	11.355	8.752	42.017	11.145	20.207	25.321	14.207	20.626	16.977	7.73	9.091	20.409	14.327	23.102	32.675	22.647	6.529	10.441	9.194	24.276	24.001
NDUFAF7	12.329	0.666	0	0.733	32.107	0	2.818	11.895	14.459	13.258	26.694	15.794	0	17.111	0	24.164	23.69	0	19.074	16.399	11.788	6.501	10.102	10.93	8.888	7.84	2.535	11.132	6.816	12.696	7.76	13.634	6.886	11.608	7.265	3.333	3.651	11.801	7.305	29.314	12.399	16.35	14.412	21.466	12.461	15.19	17.648	27.221	12.899	7.367	14.22	20.066	4.837	9.11	8.939	8.475	3.021	9.652	13.904	9.712	4.474	6.419	5.739	5.51	25.522	10.993	13.053	8.727	12.295	12.187	18.297	7.172	11.728	10.562	6.596	4.074	13.331	8.875	6.77	12.282	6.462	10.003	9.09	12.14	9.43	11.37	14.056	5.376	5.02	4.133	10.854	8.394	8.242	10.425	13.349	11.486	4.822	13.662	4.495	9.306	12.988	10.424	9.706	14.119	11.389	9.29	4.37	8.482	9.298	7.393	6.562	7.227	8.635	1.398	7.971	7.319	6.145	14.287	7.905	12.125	5.488	2.997	7.548	4.026	6.114	6.178	17.89	0	0.49	8.679	1.869	7.82	0	15.729	7.943	13.093	6.119	15.373	7.603	9.176
RBM5	30.013	51.861	15.682	84.576	56.581	56.885	23.956	46.347	44.389	29.92	33.944	39.66	31.632	64.614	41.762	50.457	41.711	44.388	57.992	42.378	19.422	40.244	28.249	41.158	40.489	41.085	43.202	41.344	33.235	37.321	40.522	41.169	30.576	30.855	50.304	38.119	35.471	38.811	40.977	33.689	44.068	36.401	43.425	32.579	54.327	53.743	39.565	37.836	61.287	38.942	47.665	33.582	41.432	20.735	29.551	30.277	33.9	28.82	26.036	26.594	36.79	35.198	37.414	25.094	35.318	43.363	34.64	43.907	22.017	27.179	32.215	34.671	46.867	50.073	42.226	37.615	33.827	36.939	38.336	42.644	45.665	37.591	45.014	48.131	45.866	40.7	30.929	30.699	32.133	41.707	36.139	28.135	27.625	34.552	39.562	37.067	45.68	43.978	34.462	38.77	40.058	46.143	54.806	32.993	39.551	44.871	32.131	44.27	29.093	33.175	36.924	47.935	37.72	31.186	38.101	37.275	44.975	45.151	46.667	43.383	38.035	34.873	43.977	33.649	31.601	27.752	52.037	30.459	36.227	37.618	39.439	42.528	37.065	32.176	31.892	54.663	28.057	37.114	35.405	48.471
MTMR7	0	0	0	0	0	0	0	0.082	0	0	0.127	0	0	0	0	1.231	0.134	0	0	0.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193	0	0	0	0	0	0	0	1.395	0	0	0	1.337	0	0	0.203	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0.027	0	0	0.418	0	0	0.969	0	0	0	1.169	0	0	0	0	0	0	0	1.172	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A2	2.327	0	2.787	0.169	0.066	0	0	0	0	0	2.511	0.056	0	0.635	0	0	0	0	0	0	4.033	0	0	0	0	0.031	0.205	0	0.809	0	0.686	0.022	0.023	0.022	0.02	0	0.024	0	0.463	3.752	0	0.025	0.681	0	0	1.953	0.027	0	0	1.492	0.07	0	0.036	0.579	0	1.703	1.586	0.126	0	0	0	0.655	0	0	0	0	1.809	0.2	3.063	0.063	0	0	0.061	0	0.619	0.178	0	0	0	0.027	1.581	0	0.026	0.15	1.304	2.882	0	1.008	0	1.909	0.51	0	0	0.346	0	0	0	0	0.119	0	0.05	0.263	0.387	0.104	1.192	0.05	0.059	0.739	0	1.307	0	0	0	0	0	0	0	0.134	0.076	2.15	0.074	0.606	0	0	0.981	0	0	0	0	0	0	0	0.078	2.968	0.722	0	0	0	0	2.366
ARF5	169.662	113.458	162.584	85.863	103.108	74.203	27.231	89.852	137.457	114.892	63.858	61.167	113.308	142.506	102.94	117.439	109.638	136.876	84.927	102.298	55.944	132.579	136.827	122.122	161.215	106.055	143.567	125.711	111.591	115.583	139.069	126.278	141.225	121.567	160.891	112.219	77.76	87.203	116.786	165.401	105.352	96.87	122.29	121.712	176.777	81.253	84.83	103.577	153.044	133.241	120.565	191.86	140.071	75.227	65.607	94.305	47.433	75.076	64.152	63.318	69.583	96.142	121.975	94.017	100.841	131.095	91.462	100.155	95.806	64.736	68.246	105.394	110.698	123.446	89.893	95.517	107.377	101.662	104.615	71.228	89.965	98.021	101.628	123.099	99.481	103.426	84.331	122.836	114.332	141.74	119.47	94.635	99.625	104.377	98.928	91.494	121.665	82.302	110.02	77.496	100.533	90.106	138.16	90.587	94.421	121.13	77.742	88.227	153.737	109.782	98.121	115.441	124.371	152.145	104.466	115.64	81.022	92.41	129.943	97.889	86.511	91.626	133.808	133.128	94.128	103.359	62.582	88.802	87.56	91.309	101.98	174.226	107.156	125.874	79.787	69.085	91.957	136.613	86.591	87.593
SARM1	10.965	5.243	0	0	1.794	0	0.044	1.174	1.489	0.047	3.144	4.859	12.2	0.15	2.904	2.517	3.574	0	0.264	6.434	0.143	4.709	7.721	5.953	4.408	2.418	2.098	4.268	4.192	5.009	6.26	5.204	4.066	4.741	3.462	3.849	3.287	1.731	4.066	11.845	3.928	2.274	6.335	3.092	7.339	2.91	2.835	2.433	7.489	5.127	6.531	1.973	2.021	4.696	1.968	2.757	0.81	1.047	4.004	2.584	3.278	2.077	4.322	3.071	3.077	1.301	5.057	3.767	0.106	2.885	2.937	1.781	3.974	5.883	4.553	3.032	4.742	3.788	4.041	4.026	5.217	3.297	3.13	3.553	5.455	3.447	6.488	0.741	2.044	2.227	4.837	2.242	2.994	4.445	3.274	1.496	3.513	3.754	4.098	2.879	3.974	3.177	9.042	2.092	3.734	1.655	2.991	3.909	2.286	5.624	2.471	4.836	4.471	9.742	4.588	5.193	1.851	2.687	4.409	2.731	4	2.334	6.072	2.431	5.028	4.347	1.168	3.857	8.692	3.314	1.906	2.586	4.244	0.722	5.784	1.717	6.515	4.654	0.356	2.156
POLDIP2	51.487	62.23	79.129	140.124	83.52	53.891	71.601	44.474	51.853	48.098	81.518	55.84	37.551	40.763	134.503	83.771	18.766	73.82	44.857	87.129	54.861	58.295	67.398	80.416	61.593	82.232	45.487	101.783	119.444	85.938	98.615	104.521	61.869	60.427	106.227	53.606	57.708	85.874	64.604	83.221	61.718	69.065	115.769	99.796	98.614	57.013	71.996	45.424	62.968	88.986	96.144	71.898	92.536	52.838	76.016	45.882	49.643	48.442	78.734	56.248	72.027	68.02	124.418	72.187	39.213	55.193	42.281	82.549	71.844	45.685	99.243	48.076	75.194	105.181	82.897	62.08	48.255	52.313	52.272	81.702	75.791	96.723	92.208	85.827	99.994	119.931	62.113	32.32	76.734	72.311	81.335	58.865	78.39	72.369	114.368	90.46	72.972	61.086	78.777	82.801	68.935	66.868	79.567	55.023	78.851	57.586	40.041	75.486	70.944	34.303	63.183	75.157	84.466	65.966	72.814	96.087	72.902	73.528	77.961	58.26	69.801	58.04	86.799	64.006	66.801	74.445	108.158	57.41	64.741	91.019	99.73	70.466	20.391	43.509	153.989	88.168	92.304	115.862	138.08	82.402
PLXND1	22.79	14.054	0.108	14.435	7.395	16.615	3.924	9.495	17.792	8.071	9.749	2.414	3.368	4.067	6.494	26.755	6.288	7.03	5.842	28.272	2.292	14.348	30.503	14.805	20.828	25.11	13.566	25.294	19.104	18.193	15.165	18.932	9.448	10.722	17.911	7.05	12.28	10.737	15.922	34.527	18.872	9.014	20.385	21.65	28.611	10.073	8.91	9.482	7.18	28.976	18.703	21.48	28.755	8.712	17.257	12.395	12.718	9.2	10.133	9.595	14.849	13.096	19.016	12.624	14.235	9.302	15.349	16.814	11.16	9.747	10.433	17.642	17.242	15.329	23.504	12.531	12.478	8.546	20.305	18.677	14.193	17.112	19.29	27.593	19.643	16.602	9.386	10.953	10.487	25.535	13.622	18.008	8.515	15.354	5.215	16.989	17.727	9.331	24.284	19.902	14.365	20.854	22.147	14.97	11.347	17.837	11.66	20.072	10.152	14.011	11.545	18.856	15.365	13.127	25.554	14.56	25.655	24.553	17.763	28.589	17.62	13.18	22.277	19.581	18.027	21.158	21.404	17.383	15.477	13.317	16.791	21.084	25.442	16.842	37.714	17.397	25.946	29.857	11.751	19.181
AK2	47.637	57.246	14.836	37.168	73.336	53.496	73.308	91.814	82.546	38.717	33.027	17.737	74.444	29.901	29.753	67.52	42.768	21.362	60.286	43.052	49.542	46.187	44.396	53.608	42.171	58.029	42.661	80.82	55.451	61.048	58.064	62.86	51.897	56.127	66.242	49.855	38.582	34.382	57.371	64.793	56.774	37.03	53.037	49.427	54.906	44.584	57.903	35.166	56.496	46.551	64.839	31.34	44.567	30.594	48.906	56.504	31.693	40.864	50.2	28.48	43.787	33.057	31.049	43.438	43.097	41.952	43.951	63.513	57.185	38.673	32.32	35.679	48.976	54.521	41.676	34.364	49.636	37.69	51.216	51.992	45.255	47.843	54.121	42.635	66.704	51.447	81.092	32.73	49.592	34.179	40.771	43.7	40.486	54.951	59.604	45.539	50.464	34.802	59.578	53.393	64.791	45.895	46.071	29.559	44.767	37.108	43.341	46.118	38.21	53.762	27.252	49.637	58.719	31.183	50.533	60.83	47.646	52.382	61.736	46.816	65.494	33.357	54.874	38.9	43.501	46.976	50.163	41.133	44.261	88.579	79.783	42.267	11.813	54.076	56.407	71.049	53.811	54.917	41.197	31.249
CD38	0.799	0.089	16.373	0	1.304	2.665	6.146	0	10.86	2.658	9.741	4.853	8.372	11.067	8.52	15.756	6.03	6.566	9.014	5.914	7.828	8.711	6.781	5.446	7.617	5.025	5.704	6.772	14.071	4.928	12.193	4.435	5.774	4.537	7.086	4.292	7.887	3.758	7.846	6.082	7.491	5.614	9.798	4.746	4.053	7.139	8.835	9.638	10.331	9.499	4.88	2.419	4.405	12.094	12.933	11.164	4.535	2.679	3.114	3.103	6.307	4.662	8.344	3.978	8.594	10.409	10.175	5.154	5.902	4.832	12.232	6.135	5.65	14.76	10.34	3.255	5.514	8.195	5.961	5.135	5.831	13.421	10.931	7.216	26.132	12.02	9.46	3.154	7.464	3.498	12.427	4.388	8.906	5.371	10.176	8.296	5.921	5.072	14.615	11.239	3.055	7.938	15.508	5.204	9.953	7.178	3.696	7.544	5.99	10.798	7.647	7.738	7.118	6.856	8.457	18.647	5.484	4.326	15.321	10.283	6.754	5.787	7.869	4.401	5.519	5.538	4.88	4.399	3.824	22.063	12.313	16.08	2.839	3.977	5.826	6.527	5.275	6.159	6.528	4.602
