Gene.symbol	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
KLHL13	3.568	0	0.136	1.952	1.153	3.551	0.844	0	0	2.328	0	0	0.433	1.326	0	0	0	0.315	0.755	1.43	0.086	0	0	0.832	0.396	0	1.832	0.847	2.55	1.118	0.209	0.065	0.404	0	0.716	0.287	0.164	0.334	0	0	2.058	0	0	0.075	0	2.067	3.687	0	1.711	3.381	0	2.46	0	0.603	0	3.91	0	0	5.329	0	0.618	0.855	1.087	0	5.119	0	0	0.994	1.194	0	0	0.331	0	0	1.198	0	1.646	2.017	1.987	0.666	1.017	1.471	0	3.328	0.641	2.215	2.624	3.662	0.531	3.018	0	0	0.218	0.378	1.019	0.837	0.901	1.161	0.853	5.095	1.481	0.097	0.781	0.695	0.124	2.426	3.56	0	0.189	0.583	0.173	0
CYP26B1	0	0	3.219	2.141	0	0	1.008	17.404	0	5.338	3.099	0	4.724	0	0	0	3.361	0.877	2.235	2.459	0.357	0	1.596	0	0.331	0.103	0.776	0	0	0.876	0.291	0.72	0	0	0	0.16	0	0	1.039	0	0.974	1.165	0.167	0	2.957	8.633	0.664	0	1.512	0	1.876	1.94	2.947	0.12	0.421	0	4.943	0	3.969	0.506	0.516	0	0	0.712	1.085	0	1.033	0	0.237	0	0	1.269	0	1.262	0.778	0	2.402	0	0.102	0.812	0	0	0	0.356	1.388	0	0.471	0.089	0.074	0	0	1.155	0.759	1.579	0	0	0	0	0.158	0.516	0.665	0.471	14.204	1.452	0.231	0.43	4.812	2.502	0.395	0.903	0	0.444
ICA1	48.006	60.24	43.981	10.216	32.824	37.095	7.461	16.993	47.819	18.327	38.885	32.897	51.74	26.931	28.053	28.676	17.936	40.773	53.116	18.132	35.915	38.63	30.147	49.004	31.648	20.536	35.71	28.374	32.979	25.345	43.605	34.328	11.04	27.831	24.358	31.69	41.098	29.88	32.751	36.788	14.866	28.43	33.241	14.643	53.646	28.257	56.239	14.725	12.827	6.341	11.086	17.942	21.961	48.308	41.942	25.876	25.783	37.233	30.966	8.811	32.46	56.168	43.309	43.492	53.23	34.882	36.844	28.018	35.425	19.225	25.891	34.534	38.631	23.521	46.62	66.7	27.759	33.711	49.167	42.683	32.883	28.29	30.701	43.006	22.372	56.328	41.816	29.808	34.407	35.415	29.051	29.302	36.326	39.004	26.612	50.312	66.478	19.404	46.863	30.089	23.535	39.242	25.348	40.764	25.351	59.57	41.215	30.95	16.175	20.083	24.191	28.414
DBNDD1	0.473	2.644	22.995	0	0	3.746	0	2.843	0	4.989	0.775	1.403	3.367	0.149	0.111	0.5	6.269	2.295	1.239	9.929	2.993	0	1.81	5.069	0.346	7.633	1.742	1.235	6.054	4.177	5.983	0	1.43	7.125	2.869	0.334	0	3.064	3.262	2.771	3.719	6.675	2.099	7.664	6.072	0	7.398	0	2.542	6.135	1.637	0	3.743	0.376	3.7	0.936	0	2.267	0.723	0	2.521	6.925	0.317	0	1.784	0	3.245	2.172	0.621	5.103	0	6.52	2.781	5.403	3.84	8.104	2.057	0	0.215	1.942	0.674	0	6.006	0.249	4.568	0.101	1.481	1.311	2.089	4.184	0.363	2.719	0.874	2.597	0.965	0.102	1.241	6.697	0.166	1.755	2.089	0	7.592	4.56	4.223	0.514	3.002	3.074	14.305	0.236	1.812	1.393
ALS2	7.198	3.402	14.679	6.84	5.168	11.281	18.275	18.042	8.738	16.919	9.984	8.434	11.263	6.034	8.928	8.298	4.245	10.52	8.001	13.235	13.119	9.179	3.341	23.234	7.933	8.78	6.803	2.486	6.517	8.178	5.989	8.867	7.606	5.171	9.548	9.257	14.583	6.973	12.103	7.974	6.781	11.356	4.358	4.715	9.695	10.765	9.802	11.436	10.667	11.122	9.623	10.524	22.795	9.843	10.487	6.291	11.521	9.975	9.418	6.103	8.559	14.059	7.165	21.929	8.457	6.944	6.875	8.77	9.633	12.557	8.801	10.138	11.431	8.143	17.61	7.575	8.066	3.277	6.235	8.288	3.919	8.67	10.304	4.705	8.478	8.425	5.18	11.707	10.423	7.573	7.68	6.378	5.899	12.707	12.329	6.382	8.013	13.335	5.738	10.559	9.029	9.225	2.569	10.452	15.336	8.601	17.206	6.567	9.38	13.492	6.067	11.338
CASP10	7.651	10.703	21.374	26.197	26.956	24.952	44.261	14.305	22.094	36.085	12.18	23.857	35.695	8.246	30.609	35.06	47.519	22.29	13.972	31.383	34.207	13.658	20.021	23.277	18.772	24.406	24.378	11.186	26.654	11.177	14.131	16.336	22.434	21.148	15.79	17.184	17.068	30.301	20.225	19.91	16.567	27.891	6.912	36.161	20.119	18.769	14.074	31.449	45.639	25.526	19.227	40.37	66.768	29.277	15.5	24.228	16.597	23.748	24.489	20.242	23.167	17.642	13.09	13.529	11.763	26.861	17.807	15.182	15.594	16.831	25.786	19.261	31.563	28.238	24.214	19.776	19.815	15.6	10.618	23.802	14.452	9.225	22.662	9.803	17.347	19.847	9.025	23.498	25.564	14.747	32.772	40.487	12.819	18.905	34.167	17.636	26.872	35.027	4.549	17.411	14.799	20.954	8.817	19.35	45.152	15.241	18.318	10.949	28.539	24.903	34.705	33.973
CFLAR	45.072	36.245	45.887	45.239	52.7	55.112	53.703	50.18	38.552	42.27	32.162	38.331	41.44	48.069	52.814	58.663	37.452	67.234	43.375	50.938	77.706	49.467	64.115	67.136	52.783	60.68	47.528	30.203	44.404	47.94	45.177	58.939	60.725	62.897	65.344	53.244	49.437	53.258	69.078	51.61	43.296	53.291	34.322	48.874	81.298	38.034	30.241	48.69	51.041	35.401	49.785	49.866	61.351	55.453	56.226	38.995	102.235	48.388	53.627	40.959	53.044	63.562	53.752	63.116	51.778	45.78	57.678	42.27	54.099	69.758	78.667	45.549	59.836	61.48	60.677	45.12	48.333	39.276	42.103	49.223	66.801	44.064	51.964	36.579	37.178	52.734	36.575	50.536	48.092	36.367	62.883	55.774	52.046	53.885	80.977	63.74	50.047	54.553	26.572	67.606	28.538	47.492	41.857	46.296	78.602	44.908	45.993	38.196	40.76	46.041	38.967	49.816
TFPI	30.356	42.338	21.526	6.945	86.811	43.54	10.041	62.03	27.1	18.039	30.155	10.728	17.945	49.233	43.868	15.16	22.337	50.947	58.653	9.626	41.723	41.406	65.215	15.458	57.293	15.126	63.44	103.226	42.092	47.704	59.265	36.834	24.631	25.942	35.988	62.808	22.467	28.683	9.089	44.857	73.137	23.599	91.24	8.693	30.166	12.425	52.136	11.289	11.633	15.194	0.689	11.538	12.518	42.65	31.421	45.814	4.048	39.151	58.44	22.724	68.356	19.543	105.517	62.401	47.503	15.334	8.355	99.881	48.135	20.122	18.103	20.789	40.376	29.904	17.704	14.161	34.911	68.324	69.483	61.706	44.829	64.888	20.149	115.165	66.747	37.589	60.302	43.733	15.474	82.009	22.892	14.304	65.087	38.525	24.53	30.866	51.932	4.757	83.93	36.751	68.387	59.578	38.375	62.606	20.873	94.889	18.395	95.068	3.687	22.471	14.53	8.98
NDUFAF7	11.993	3.286	12.486	5.09	3.43	18.054	15.685	6.7	5.146	0	6.099	11.045	16.155	1.95	28.44	23.862	5.326	5.824	5.599	14.638	6.382	9.732	10.599	16.195	4.694	1.129	6.856	3.978	2.369	2.406	13.04	6.675	5.629	13.454	5.819	8.776	10.761	14.805	12.306	4.785	6.061	5.104	2.831	17.476	11.249	0	4.729	11.348	7.238	4.881	14.851	17.46	21.053	8.398	6.59	5.341	0	9.839	3.082	30.089	4.963	2.726	4.991	20.138	2.554	11.991	13.719	2.613	4.566	3.434	0	15.051	10.45	5.987	13.285	22.373	6.748	10.286	9.57	4.46	5.484	9.433	8.004	3.917	2.316	9.796	3.238	2.334	14.62	6.758	5.342	2.776	8.128	7.951	7.987	12.279	15.705	29.879	3.046	10.011	4.021	10.07	2.74	11.397	2.612	5.905	18.226	2.615	10.804	11.716	13.936	10.583
RBM5	39.03	27.839	31.236	27.562	19.884	38.334	43.347	27.856	24.871	42.375	29.574	40.879	28.444	29.598	31.475	50.254	49.516	40.095	20.287	43.107	35.441	24.588	13.964	28.871	37.165	62.35	31.868	18.418	29.152	35.21	34.019	39.44	44.23	37.942	36.28	26.5	31.197	36.076	30.743	19.915	29.383	39.779	25.515	37.276	32.679	28.878	34.682	49.183	40.893	36.877	30.967	38.268	31.631	28.761	30.167	25.617	22.246	28.764	31.386	25.674	30.626	35.393	26.948	38.9	26.91	35.084	30.541	26.518	27.278	39.724	20.453	34.982	25.992	35.839	49.577	34.334	30.414	20.204	27.555	24.735	51.396	27.914	31.524	17.471	19.093	34.171	19.384	41.363	27.6	20.921	17.97	44.645	25.43	30.581	27.268	39.196	26.606	45.931	20.881	37.654	20.209	27.036	12.835	34.28	27.653	29.26	45.962	18.862	35.262	27.178	32.152	30.379
MTMR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.209	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A2	0.573	0	0.3	0	0.396	0	0.746	0	0	0	0	3.478	1.084	0	0.402	0	1.831	0	2.169	2.823	0.831	0	0	5.81	0.35	0	0.211	0	0	0	0.86	1.656	0	0.948	0.105	0	0	0	0.288	0	0	0.211	0	0	0	0	0	0	0	0.059	0	0	0.175	0.152	0	1.603	0	0	0	0.214	1.965	1.931	0.384	1.716	1.966	2.688	1.165	0	0	0	3.552	0.366	0	0	1.128	1.658	0	0	3.185	1.103	0	0	0.398	0	0	0.673	0	0.624	0	0.325	3.48	0.458	0.096	1.383	0.36	0	1.946	0	0.402	0	0	0	0	3.246	0	0.039	0	0.035	1.282	0.458	0.026	0
ARF5	70.614	66.623	100.506	163.992	98.711	63.135	213.949	144.259	149.583	126.224	182.103	125.838	106.965	41.099	71.636	64.088	168.836	70.534	66.607	118.967	56.843	133.538	72.032	126.973	101.643	123.886	69.864	71.873	82.676	128.336	71.665	106.14	89.381	95.002	82.377	87.123	83.787	101.65	76.739	62.742	123.959	105.237	100.482	92.284	96.49	80.535	137.138	196.073	150.824	113.927	155.916	95.797	117.979	84.831	56.175	102.142	90.441	54.024	113.327	41.1	42.889	136.19	70.201	85.842	86.397	60.217	92.006	63.971	77.648	49.587	89.712	96.151	185.464	169.701	82.836	90.818	96.267	94.083	88.707	53.148	65.937	69.431	82.419	66.243	61.408	61.741	61.923	101.898	83.604	62.635	70.357	63.058	90.487	96.922	110.051	69.276	82.593	119.859	58.811	87.992	89.876	63.099	190.522	79.505	152.775	62.881	98.881	67.932	123.199	126.41	134.569	140.988
SARM1	3.796	3.531	3.198	6.304	2.128	1.084	1.714	4.667	1.687	4.593	0.604	4.737	9.415	2.11	5.565	6.297	4.443	1.448	1.599	12.762	4.185	3.241	0.18	5.404	3.425	6.521	3.047	1.497	4.797	1.315	1.701	4.498	2.062	6.242	3.628	3.021	0.651	3.026	3.508	5.145	4.077	1.573	6.221	5.121	5.147	4.019	3.971	11.701	2.765	11.347	0.704	10.723	3.309	4.157	6.254	2.767	3.968	0.9	1.787	3.87	2.014	0.655	0.886	2.436	3.21	1.156	5.376	1.635	2.138	3.377	2.306	4.259	1.033	6.249	1.902	9.779	1.671	3.161	0.369	2.245	2.726	3.581	2.503	0.428	2.01	1.085	0.955	3.947	4.626	2.4	3.158	1.82	2.255	2.64	2.395	2.056	7.095	7.521	0.963	4.298	1.138	2.968	1.225	2.117	1.349	1.355	6.303	2.302	2.651	4.512	6.672	12.569
POLDIP2	32.391	37.399	133.213	86.447	40.059	64.771	179.201	56.354	49.307	122.165	65.83	70.099	139.04	21.484	66.689	155.158	123.977	55.307	44.455	102.729	63.664	102.907	43.095	103.544	46.656	66.542	47.468	34.49	71.491	73.172	71.235	85.118	71.816	116.58	47.332	92.716	90.096	75.353	50.809	61.276	46.747	84.966	50.97	68.023	156.786	90.302	62.843	129.012	105.852	100.28	107.855	137.297	133.808	75.966	112.441	63.807	17.277	91.767	38.355	85.658	56.953	107.623	40.091	129.909	67.786	89.544	144.95	48.252	75.794	89.554	40.554	86.999	92.223	101.697	62.032	87.958	58.85	71.374	39.247	43.593	36.544	64.951	103.439	26.408	31.423	75.657	36.788	75.082	86.333	39.258	88.828	91.116	53.992	100.607	43.593	39.285	81.923	121.496	20.602	78.535	40.742	45.484	68.455	46.429	88.982	50.097	70.333	37.035	87.483	100.519	94.338	57.702
PLXND1	5.815	1.506	28.527	15.606	14.465	9.952	16.431	14.9	16.173	32.156	18.22	18.468	18.688	9.871	12.567	30.771	24.274	5.797	6.771	35.161	14.48	5.908	14.525	12.306	10.73	20.312	9.196	4.916	11.234	13.03	11.824	21.923	14.608	12.397	11.935	16.164	13.122	14.973	22.3	6.781	7.998	21.048	11.102	19.202	10.748	24.667	12.474	23.721	17.604	26.904	33.017	23.443	17.264	13.582	14.954	29.738	19.148	14.326	7.999	11.194	11.342	20.579	8.03	15.247	14.285	16.594	18.387	10.153	12.657	28.775	11.532	8.791	12.313	11.873	13.397	12.013	22.544	2.892	3.799	13.018	5.771	7.197	13.85	5.079	11.952	22.782	4.431	15.432	11.8	9.184	14.019	14.457	13.01	15.409	10.079	9.207	10.124	37.318	3.263	7.54	6.578	15.38	11.642	3.988	35.467	11.228	19.399	4.621	20.797	19.546	14.058	17.886
AK2	24.52	29.797	61.11	42.471	41.775	47.577	46.124	23.734	32.377	45.286	46.897	53.914	52.902	19.022	44.494	62.143	41.237	36.101	27.056	62.145	43.922	50.225	51.143	52.636	24.712	57.922	34.674	12.116	37.583	39.541	35.035	42.478	54.602	47.61	39.496	36.575	46.554	39.443	52.358	24.402	18.216	31.807	17.121	47.975	39.69	58.174	29.727	54.509	71.303	46.595	72.142	56.702	60.568	43.356	43.854	35.481	35.569	32.819	39.744	42.347	34.502	57.934	25.321	41.755	27.547	44.067	47.048	36.801	38.987	36.669	90.638	41.412	59.11	49.616	54.124	26.236	40.627	25.921	27.814	25.689	16.466	37.664	37.916	20.601	25.099	41.607	20.127	41.906	32.815	23.425	42.688	47.584	23.118	45.094	39.555	27.823	41.939	61.155	13.664	21.122	26.333	22.381	40.331	27.367	62.629	32.374	34.177	21.86	46.637	48.728	60.146	39.596
CD38	1.652	2.042	2.425	6.566	2.153	8.188	3.194	0	9.305	3.278	2.199	10.547	13.016	6.44	10.201	12.325	7.187	3.529	4.425	8.739	7.757	2.797	2.823	7.701	5.403	3.907	4.219	4.159	10.837	2.919	7.3	9.218	6.349	1.882	4.254	2.512	4.841	14.408	6.317	5.963	5.031	9.047	1.834	14.968	7.322	5.281	4.508	2.776	19.242	8.711	18.107	13.949	8.798	8.595	8.805	6.059	13.05	2.803	6.186	15.532	9.314	6.776	4.541	11.559	7.029	0	13.522	2.024	3.04	8.596	13.245	6.582	3.799	5.874	4.88	3.972	5.191	0	5.172	6.023	6.784	8.638	13.707	4.52	3.773	24.396	1.811	4.777	8.111	2.699	6.299	6.177	3.774	8.195	8.093	10.52	6.171	17.884	1.623	3.02	2.19	1.476	4.024	4.148	14.124	2.696	5.014	8.913	13.92	17.664	4.271	5.371
FKBP4	13.263	16.343	82.505	48.869	28.23	37.356	58.744	37.242	43.672	31.656	29.776	47.222	37.273	10.859	34.568	39.505	54.434	31.704	24.949	44.444	35.18	23.409	27.692	69.099	23.159	26.848	29.745	18.068	29.371	45.507	17.632	18.559	54.689	48.539	32.73	28.067	50.955	34.912	24.324	17.334	33.289	65.017	12.781	53.141	23.95	84.292	34.212	50.454	64.281	51.739	52.207	39.436	34.852	26.579	58.67	28.385	34.956	27.415	31.41	32.627	26.485	49.063	24.331	41.617	33.157	50.336	47.903	32.147	51.954	26.14	34.364	49.916	23.499	61.184	50.907	12.557	68.485	15.405	18.847	22.901	22.694	29.161	27.773	11.618	34.951	49.827	11.754	45.898	42.792	19.548	35.363	41.85	30.554	33.261	33.846	14.016	31.452	47.27	8.896	32.344	30.917	51.899	38.27	23.696	33.7	21.167	42.727	17.27	42.67	42.251	33.054	55.532
KDM1A	80.909	58.572	83.625	64.525	52.035	86.497	50.879	40.316	90.077	127.294	107.91	93.299	67.925	68.713	66.22	102.95	58.465	62.939	87.512	78.919	112.359	58.991	69.049	62.885	58.941	67.038	86.81	51.713	86.053	57.058	55.637	89.521	78.075	104.91	76.727	57.942	70.115	90.285	83.968	84.903	54.415	94.934	82.726	67.118	87.343	66.818	96.338	83.642	93.144	84.451	79.902	99.604	68.546	61.226	72.083	70.547	100.053	73.862	54.249	90.561	74.389	111.49	56.524	78.731	116.002	51.362	114.511	73.817	52.864	74.096	71.263	89.745	77.703	63.547	133.329	105.848	95.403	51.881	59.791	74.507	72.309	89.854	64.958	53.453	61.623	87.427	71.933	104.974	57.986	70.391	95.577	66.926	53.991	72.353	52.101	64.313	80.206	143.041	53.16	66.532	59.37	56.177	43.295	62.019	74.062	72.807	111.032	54.349	78.993	53.004	107.263	69.686
RBM6	53.971	45.736	61.715	87.715	45.319	58.006	67.199	67.532	80.82	95.391	53.458	74.138	53.642	32.275	59.419	115.473	73.265	59.842	39.642	96.275	51.141	59.396	37.188	46.054	39.293	90.504	53.856	32.928	36.654	38.899	44.909	61.501	94.865	69.949	50.031	51.613	51.139	49.396	68.709	35.55	36.485	58.577	33.627	51.215	63.157	43.683	59.077	37.078	77.134	89.445	67.535	80.072	103.834	41.579	60.754	79.183	90.924	48.964	50.49	65.269	43.13	71.155	29.425	58.361	74.182	47.611	69.936	38.246	48.19	57.863	29.04	58.067	54.654	60.104	77.113	40.119	56.231	31.5	47.711	50.889	54.401	31.443	46.793	28.072	53.13	67.185	31.733	56.335	52.032	45.332	43.639	59.376	40.9	56.175	58.978	63.395	68.372	69.61	31.933	46.244	39.341	34.23	34.206	58.645	48.962	48.463	68.899	40.453	62.29	60.162	59.588	76.434
CAMKK1	0.61	1.167	0.959	2.114	1.988	1.758	4.311	3.407	4.03	9.756	3.312	3.621	2.241	0.671	1.499	3.546	0	3.555	1.155	7.911	3.783	6.153	10.515	7.822	6.404	5.759	4.121	2.536	2.125	2.761	2.945	1.155	2.008	5.944	2.301	3.884	7.398	5.079	2.719	3.388	6.581	5.994	4.402	0	6.646	0.231	3.183	0	2.074	0.842	4.949	3.764	4.035	1.053	1.876	2.627	7.114	0.113	2.331	0.114	5.811	3.039	2.557	0.096	5.967	2.255	3.412	4.907	4.251	3.462	0	2.182	1.631	4.726	1.051	2.988	3.245	3.399	0.415	3.29	0.783	2.523	3.391	2.889	2.881	13.802	2.15	2.417	0.499	4.639	1.079	1.17	3.638	2.895	1.293	2.822	0.518	1.183	1.766	0.131	0.584	0.772	3.43	0.187	4.088	1.286	2.364	1.176	3.532	3.628	4.705	4.523
RECQL	59.55	50.109	78.432	89.303	78.95	57.61	99.342	54.446	107.322	94.968	69.556	93.533	71.787	31.096	88.2	105.288	55.075	76.654	75.746	95.759	90.303	88.674	46.798	134.427	82.09	62.307	92.755	63.215	85.12	60.456	40.121	60.688	96.636	53.88	84.018	67.211	81.07	71.537	84.712	61.219	37.046	75.673	45.474	30.193	71.866	126.708	80.104	84.606	60.399	104.755	132.369	107.429	150.45	112.985	81.336	39.074	113.257	52.182	55.207	117.427	69.658	51.287	52.25	74.066	58.421	80.092	39.012	68.412	60.518	72.013	112.731	74.105	136.891	86.63	77.177	76.874	61.731	43.021	75.621	62.184	67.361	59.334	79.015	35.172	47.262	53.349	37.864	90.122	63.774	59.453	72.821	45.31	84.892	76.639	125.569	64.876	56.727	87.608	29.44	86.896	64.91	78.391	133.908	65.164	96.085	77.445	107.875	60.931	88.778	79.197	107.687	106.072
VPS50	19.907	15.624	16.645	17.759	14.552	26.632	16.654	26.032	10.865	12.456	18.032	20.949	20.308	17.955	17.794	13.999	23.196	20.023	22.492	13.704	25.758	11.567	11.589	24.25	9.892	11.372	14.143	18.179	9.743	16.597	22.011	18.371	22.769	15.114	18.263	16.218	15.605	25.417	18.703	23.287	3.458	20.923	14.44	27.441	15.727	15.715	14.201	15.324	19.188	14.797	21.873	19.686	14.25	15.601	29.194	13.141	6.09	12.325	15.485	23.166	18.508	20.483	12.234	7.021	10.49	25.666	13.976	18.876	10.217	26.762	20.876	27.963	21.608	14.023	32.492	16.461	20.966	8.841	33.55	14.421	17.64	19.599	27.614	8.791	11.189	31.406	8.907	18.541	21.332	16.081	32.868	21.358	6.131	19.882	23.554	14.327	23.157	15.054	7.773	7.276	12.114	7.624	16.366	22.204	17.843	18.176	23.898	10.93	12.82	25.766	21.401	9.292
HSPB6	9.212	1.162	2.483	0	0	7.395	0	2.1	1.58	0	2.695	0	7.909	0.827	17.854	2.781	1.507	0	0.766	7.508	7.291	0.983	0	2.761	5.782	0	5.494	3.751	3.548	2.269	0.847	0	0	0	1.936	5.585	9.308	0.969	0	0	0.668	3.07	10.551	0	1.823	0	0	28.692	0.134	1.614	0	0	0	2.445	12.263	0.227	1.253	0	0	0	0.501	2.699	7.941	4.977	2.258	6.36	0	5.04	5.535	0.364	0	3.697	2.815	2.674	4.211	0	0.954	0.341	0	7.772	0.375	6.319	0	2.424	22.831	12.357	6.869	7.559	0	5.077	4.654	0	0	0.876	1.86	1.982	0	11.971	8.771	5.638	0	3.724	3.699	1.007	1.008	0.358	9.631	0.317	0.896	2.367	1.525	1.528
ARHGAP33	0.574	0	0.813	0	0.51	0.31	4.643	0	0	0.818	2.117	0	0	0	1.108	1.638	0.164	0	0	3.461	0.682	0	0	2.81	0	0.49	0.211	0	1.258	0.464	0.092	0.172	2.681	2.295	2.455	0.381	2.901	0	0.062	0	0	2.115	0	1.584	0	0	4.78	0	0.437	0.836	1.193	0.63	0	0.114	1.204	0	0	0	2.962	0	0.328	0	0.289	0	0	1.102	1.204	0.33	0.679	0	0	0	0.115	0.109	0	0	0	0	1.172	0.111	0.982	0.23	0	0	0.946	2.573	0	1.365	0	0	0	0.069	0	0.502	1.149	1.667	0.066	0.128	0.076	0	0.507	0.513	0	0	0.11	0.059	0	0	1.047	0.99	0	0.192
NDUFAB1	36.333	37.496	129.697	118.209	65.96	123.388	143.339	58.895	75.097	167.772	108.43	186.74	100.192	27.59	97.675	145.248	176.095	42.157	65.525	129.941	72.072	93.764	157.623	104.265	63.23	80.161	87.26	30.257	61.06	88.458	31.578	82.369	79.838	69.726	78.626	81.103	65.796	143.475	56.366	42.798	127.352	119.933	71.234	114.425	76.469	290.476	163.584	104.178	189.296	104.872	136.813	165.576	144.613	109.345	73.076	90.069	121.252	115.906	91.953	188.547	105.698	82.117	76.397	63.352	88.402	125.14	83.481	54.207	64.378	64.647	143.733	120.39	116.955	107.49	77.702	115.654	84.856	39.607	149.977	78.868	56.113	98.94	113.238	38.359	59.374	90.626	53.2	106.54	88.498	58.788	107.958	123.274	79.419	135.488	92.462	28.628	105.541	145.649	30.041	74.796	48.17	73.787	118.784	51.145	94.293	75.457	206.122	63.414	147.647	119.671	150.295	172.327
PDK4	19.213	32.452	58.32	63.602	101.926	40.221	88.27	49.455	54.874	71.832	66.517	56.833	83.776	7.878	81.827	52.433	158.931	95.722	56.322	106.18	56.457	82.496	97.885	150.469	142.765	102.585	29.664	47.731	98.412	45.251	56.656	50.237	57.695	99.67	56.138	69.041	73.939	65.492	129.539	44.145	65.314	139.33	71.769	47.199	68.097	64.252	39.082	67.961	152.046	110.83	106.201	120.591	24.467	85.146	42.593	105.379	179.355	116.458	91.926	90.879	32.077	42.437	84.508	94.461	66.555	72.658	66.122	68.901	85.773	69.083	91.999	82.051	138.7	77.134	38.491	60.475	33.679	30.773	31.838	100.501	26.728	44.39	59.791	46.414	80.676	66.848	25.899	124.879	50.527	22.748	134.553	144.554	115.845	130.231	76.334	20.595	56.941	125.483	36.656	99.846	39.353	132.118	87.266	45.348	71.951	58.135	132.313	40.076	68.905	37.513	116.39	103.093
SLC22A16	1.546	0.341	0.486	5.179	0.458	0	9.556	0	3.797	3.793	0	6.308	1.29	3.463	5.831	0	1.77	1.877	2.531	3.758	3.976	1.155	1.366	0	0	10.283	1.139	0	0.391	3.872	0.87	0	2.579	2.131	1.813	4.203	4.198	0.256	8.666	14.844	6.179	3.274	1.287	8.599	3.212	0	3.799	0	2.647	4.384	12.502	2.543	0.807	0.154	8.427	0.599	0	6.628	7.31	0	1.325	0.51	0.972	0.731	0	3.625	3.979	1.11	3.81	10.59	2.905	3.701	3.41	4.122	8.276	3.355	5.605	3.454	0	2.233	1.653	0.619	2.992	0.153	3.819	0	0.908	0.344	0	0.921	2.139	7.503	0	3.088	9.011	0.499	0.358	0.086	0.407	0.414	2.562	1.64	4.422	4.704	0.074	1.104	7.736	0.628	2.313	0	6.305	3.262
ZMYND10	0	1.33	2.251	0	0	1.465	0	0	0	0	0	0	0	0	0.264	0	0	0.183	0	3.223	0	0	0	0	0.138	0	0	0	0	0	0	0	0	0	0	0	0.856	0	0	0	0	0.069	0	0	0	0	3.249	0	0	1.328	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47	1.443	0	0.143	0	0	0	0	0	0	0	0	0	0	0.372	0.603	0	0.112	0.092	0	0	0	0	0	1.064	0.365	0	0.337	0	0	0	0	0	0	2.523	0	0.061	0	0.77	0	0	0
ABCB5	0	0.504	0.154	1.606	0	0.776	0.94	2.282	0	0	0	0.418	0	0.538	0	0.388	0	0.238	1.353	3.045	2.259	0.366	0	1.711	0	0	0	0.465	0	0.105	0	0	1.132	0	0.18	0.173	0	0	0	0	0.838	0.781	0.422	0	0	0	2.487	0	0	0	0	0	3.449	0	0.046	0	0	0	0	0	0.186	0	0	0	0	0	0.622	0.468	2.058	0	0	0.625	1.308	0.124	1.385	0	1.005	0	0.389	0.063	1.047	0	0	0	0	0	0.128	0.048	0	0.167	0	0	0	0	0	0	0	0	0	0.14	0	1.603	0	0	0	0.1	0	0	0.214	0	0.022	0
ARX	0	0	0	0	0	0	0	1.526	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
