Gene.symbol	GBM01	GBM02	GBM03	GBM04	GBM05	GBM06	GBM07	GBM08	GBM09	GBM10	GBM11	GBM12	GBM13
GABRA3	8.063	0.884	0	0	4.529	0	0	0	0	0	0	0.38	0
BRCA1	12.395	8.473	8.144	25.16	28.939	0.397	2.625	2.374	0	0	3.176	1.042	2.615
ERCC1	11.488	47.863	0	33.817	46.545	30.264	0	0.34	0	0	3.489	0	0
CD22	27.734	13.24	0	5.267	9.25	9.775	0	145.166	19.097	0	0	0	0
SEMA3B	0	7.712	3.177	3.867	23.047	0.316	2.787	0.822	0	0	0	0	0
MBTPS2	0.997	1.246	0	3.18	27.655	0	0	0	3.294	0.541	0	0	0
PRICKLE3	0	0	0	0	0	0	0	0.297	0	0	0	0	0
LTF	0	0	181.207	3.342	37.262	0	0	0	138.47	1.138	549.705	0	497.695
EXTL3	3.634	1.963	0.231	4.294	15.801	0.207	0	0.143	0	0	0	0	0
NR1H4	0	4.088	0	4.472	15.707	0.251	0	0	0	0	0	0	0
ELOVL5	75.597	91.38	476.549	80.294	0	213.388	0	406.303	0	91.256	5.102	0	0
ALOX5	453.658	13.913	0.409	351.152	161.223	239.901	0	9.913	31.533	0	41.727	0	51.516
KDM5D	10.906	0	0.807	0	12.041	0	0	0.1	3.107	0	5.14	0	0
CALCOCO1	48.193	34.576	0	4.102	14.228	0	0	0	26.437	0.543	0	0	76.484
UBR7	3.372	0	0.827	31.835	51.409	0	0	0	0	0	0	0	0
MAP4K5	11.909	41.348	0.2	10.377	31.568	0.718	0	36.581	0	0.634	1.277	0.209	0
EHD3	73.691	139.121	0.988	91.843	69.637	0	1.734	11.657	152.222	0	0	70.193	0
PSMC4	43.235	153.734	2.559	46.718	21.215	84.834	10.102	102.478	0	6.074	8.15	0	0
MAN2B2	0.2	11.664	1.03	4.102	4.268	0	3.613	0.107	0	0	0	0.538	0.9
SLC7A14	7.996	2.481	0.438	7.56	13.92	0	0	0.453	0	0	0.93	0	0
CLDN11	64.365	42.709	4.092	5.433	164.529	26.886	0	2.032	94.547	1.295	20.852	1.71	4.291
SLC25A39	54.5	104.074	37.676	18.976	0	782.037	0	298.742	0	9.594	0	44.335	140.783
MVP	19.703	6.64	0.497	62.732	43.293	1.485	1.309	63.301	33.517	0	6.336	38.704	1.304
NUB1	11.509	30.826	114.853	46.089	3.51	10.283	1.485	82.704	0	0	163.593	0	0
PGM3	4.609	3.537	0.208	1.935	0	0.124	0	0	4.009	0	0	0	0
RWDD2A	0	1.98	0.408	0	0	0	0	0	0	0	0	0	0
CLK1	48.871	8.604	0	10.197	29.385	0.706	0	0	0	0	0	62.634	0
POLR3B	8.058	1.526	1.886	18.364	39.091	0	6.618	1.171	12.105	0	2.002	1.642	0
ANGEL1	0.555	5.201	0	5.374	4.935	0.711	0	0	0	0	0	0	0
RNF14	27.473	5.203	0	29.273	81.237	87.064	0	2.281	11.792	0	3.901	189.681	0
DNASE1L1	0	0	0	0	0	0.221	0	0.23	7.12	0	0	64.502	0
DDX11	2.55	1.771	0	0.484	3.78	0	0	0	0	0	0	0	0
HEBP1	0	3.231	0	10.603	0	0	0	0	0	0	0	0	0
GPRC5A	2.319	1.318	0.181	6.006	6	0.216	1.905	0.225	6.968	0	2.305	0.378	0.949
MAMLD1	0	0	0.256	0	1.062	0	0	0.637	0	0.811	9.796	0.268	2.688
CD6	0	1.866	0	0	1.062	0.306	0	0	0	0	0	0	0
TACC3	40.613	78.359	2.573	30.749	39.757	59.246	9.85	2.033	27.026	0.74	0	17.349	1.226
UFL1	28.617	22.866	3.7	4.467	47.417	0	0	62.456	6.478	0	10.715	0	0
POLA2	2.486	3.884	0	0	2.211	0	0	0	0	0	0	0	0
ZC3H3	10.969	0.993	0.409	21.194	0	3.667	0	0	23.643	0	2.607	0	0
CAPN1	51.356	114.347	1.011	49.662	26.819	0.242	1.064	13.808	35.037	0	1.288	32.524	0
ACPP	14.428	0	0	21.76	16.607	0.218	0	0	0	0	6.96	0	0
MDH1	3.209	8.171	0.306	15.44	38.057	168.357	1.611	0	23.57	0	0	63.615	0
SLC30A9	8.866	0.513	0.423	21.047	34.169	2.273	0	0	0	1.338	18.849	26.053	0
MTMR11	0.78	7.313	0	3.111	11.101	0	0	0	0	0	53.307	0.35	0
COX15	81.789	1.775	0	15.533	68.196	0	0	0	0	0	0	0	0
CCDC88C	10.596	6.264	3.195	11.911	4.585	0.22	11.643	1.984	0	0.389	2.349	1.155	5.155
YAF2	17.073	3.762	0.423	4.864	4.672	0	0.742	0.437	0	0	0	36.498	0
ZMYND11	27.529	41.963	1.441	9.564	1.194	0.516	1.517	152.773	11.096	0.912	0	0	0
WAS	20.177	7.784	0	86.859	13.293	42.524	0	15.928	0	0	0	0.67	0
DPEP1	0	0	0	0	0	0	0	0	0	0	0	0	0
BID	259.336	70.032	0	200.201	79.732	34.057	0	0	66.136	1.087	15.315	0	77.436
MATR3	7.947	12.57	0.126	8.385	12.042	2.188	0	0.627	7.296	0	1.609	0.264	0
NPC1L1	3.388	0.706	0	0.386	2.411	0.521	0	0	0	0	1.852	0.304	0
XYLT2	1.951	0.677	0.279	3.335	2.314	0	0	0	10.747	0	3.555	0.292	1.463
RGPD5	0	1.307	0	0.143	0.893	0	0	0.134	0	0	0	0	0.565
STMN4	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDCD3	1.232	4.032	0.302	1.002	15.648	0.09	0	0.094	0	0	1.924	0	0.792
ISL1	0	14.148	0	0	2.196	0	0	0.329	0	0	0	0	0
CHDH	3.899	12.9	0	1.568	2.448	0.235	0	0	0	0	0	0	0
IL20RA	3.386	9.404	0	0.857	0	0	0	0.401	0	0	0	0	0
CLCA1	15.449	12.208	0	6.071	0	0.546	0	0.284	0	0	0	0	2.397
CLCA4	2.581	5.377	0	0	0	0	0	0	0	0	8.466	0	0
GLT8D1	1.881	1.96	1.615	4.288	81.992	0.241	0	0	38.864	0	5.143	0	33.863
ATP2C1	2.502	13.032	0.179	8.316	32.641	44.47	2.826	0.111	0	0	2.28	0	0.938
IGF1	1.095	4.564	0	5.742	1.559	0	0	0	0	0	1.198	0	0
SLC38A5	0	0	0	0	0	14.998	0	0	0	0	0	0.397	0
RALBP1	80.084	56.225	0	72.854	13.38	77.686	0	0.118	0	0	1.209	0.793	0
RUFY3	1.323	24.344	0.946	3.015	25.885	4.973	0.996	0.352	0	0	2.411	0.198	0
CNTN1	2.612	7.916	0.204	0.271	17.743	0	0	0	3.925	0	0	0	2.137
SLC11A1	56.194	25.207	0	14.723	11.674	54.46	290.895	29.287	16.946	2.228	2.242	0.184	11.074
WWTR1	12.69	9.252	0	13.255	24.83	0.217	0	0	13.98	0	0	0	0
AGPS	16.473	16.539	0.341	3.166	23.301	0	0	0.106	0	0	0	0	0
CXorf56	88.277	67.525	0.592	3.929	26.989	5.303	0	0	56.985	0	0	105.108	0
ATP1A2	1.413	2.354	0.242	5.473	10.051	0	3.829	0.301	0	0	6.178	0.253	1.271
TTC27	14.987	44.14	0	17.078	18.385	0	0	0.275	0	0	0	0	0
ZNF582	0	8.852	0	0.605	20.785	0	0	0	0	0	2.904	0	0
VSIG2	42.247	150.132	1.066	209.551	30.943	0.637	0	0.662	0	37.123	6.793	125.876	117.414
PHLDB1	4.997	4.607	0.281	2.52	7.577	2.352	0.37	0.48	8.122	0	0.448	0	0
MARCO	0	5.349	0.734	0	42.627	0	0	0.456	14.143	0	0	0	0
CYP24A1	6.272	9.332	0.384	5.615	7.968	0	10.118	0.716	7.403	0	2.449	1.205	0
PRDM11	0	0.532	0.11	1.018	11.352	0	0.577	0.612	0	0	0	0	0
SYT13	0	0.683	0	0	4.668	0	0	0	0	0	0	0	0
SNAI2	0	0	0	0	0	4.034	4.739	0	0	0	0	0	0
CD74	281.094	385.339	5.755	95.519	278.334	338.336	1461.609	1699.713	156.994	326.333	4662.108	559.613	1682.268
HGF	6.888	8.307	0.156	1.446	26.437	0	0.819	0.097	0	0.492	0.991	0.325	0
ZRANB1	5.047	0	0	9.135	0	0.152	0	0	0	0	0	0	0
NCDN	0	20.354	0.311	0	20.598	0.186	1.635	0.193	0	0	3.957	0	0
ADGRA2	0.252	0.525	0.649	0.287	0.896	0	2.277	0.134	8.329	0	0	0	0
ZFP64	3.306	4.238	0.218	4.347	19.903	3.781	0	0.136	8.405	0	1.39	0	0
MNAT1	11.97	3.836	0	0	54.048	0	0	0	22.823	0	0	47.05	0
SAMD4A	4.094	10.051	0.753	15.494	49.934	0.075	1.321	0	16.913	0	1.599	0.131	9.868
RUNX3	3.934	41.796	127.275	8.517	18.194	1.412	0	2.935	0	0	2.151	10.933	0
MRE11	9.951	6.267	0.199	3.955	13.172	34.996	0	0.37	3.824	0	0	1.037	0
PLEKHB1	23.806	36.068	1.238	0.411	1.283	0	0	0	0	1.959	0	0	0
SERPINB1	213.359	189.289	0.494	501.318	339.625	82.548	0	0	114.043	321.767	0	180.449	0
CYP3A43	13.495	30.924	0	2.307	19.204	0	0	0	0	0	11.067	0	0
SLC7A9	2.741	1.427	2.94	13.272	36.562	0	34.044	2.921	11.322	0	3.746	3.071	6.166
SPAST	15.937	25.779	0.644	17.519	40.689	14.706	0.847	0.2	65.067	0	2.05	2.521	0
NRXN3	6.185	7.397	0.885	11.094	17.114	0.235	0	0.061	1.893	0.311	0.626	0	0
OSBPL5	0	0.496	59.107	0	14.414	0.367	294.977	29.716	0	27.834	22.149	16.879	22.52
AQR	21.439	10.686	0	29.376	44.453	18.408	0	0.14	2.174	0.357	0	0.118	0
CPS1	11.559	13.072	0.283	11.29	24.087	0.085	0	0.088	2.729	0	0	0	0
C8B	0	0	0	0	30.154	0	0	0	0	0	0	0	0
FHL1	40.055	152.051	1.018	58.828	150.943	0	0	0.158	78.45	0	4.866	0.266	0
RTF2	135.76	62.037	0.376	189.132	166.705	102.149	0	249.924	195.4	0	2.394	65.173	0
GABRA1	0.257	4.81	0.22	1.462	4.564	3.683	0	0	0	0	0	0	0
NLRP2	10.147	2.349	0	11.562	14.038	0	0	0.15	0	0	4.623	0	0
SLC45A4	12.609	18.086	0.177	12.248	0	25.538	0	0.441	0	0	0	0	0
RNF10	223.357	184.363	1.55	168.42	232.386	205.703	2.72	1.764	39.796	0	3.291	1.079	2.709
ZNF839	7.639	30.502	0	6.892	27.178	0	0	0.17	0	0	0	0	0
ZDHHC6	5.222	0	0	3.246	1.689	0	0	0	0	1.289	0	33.623	0
GRAMD1B	5.746	1.496	1.849	5.047	2.555	0	2.704	1.659	0	0.325	1.963	0.966	1.077
RNH1	13.03	51.775	0.207	0.55	87.561	5.443	1.09	15.686	7.975	0	127.959	5.841	0
NDUFS1	4.206	10.575	0	13.222	4.644	0.744	0	46.448	2.397	0.394	19.823	0	0
RB1CC1	86.221	36.021	1.003	54.849	79.802	20.363	1.055	2.366	73.366	0	1.277	0.628	0
ERP44	20.528	13.746	0	10.025	23.474	2.443	0	0	66.635	0	0	0	0
ALAS1	5.613	0	0	1.599	0	0	0	0	0	0	0	0	0
BIRC3	7.1	26.624	0	1.348	65.676	0.121	0	32.159	7.822	0.643	1.294	0	0
AKAP11	5.381	13.452	0.154	1.022	42.116	18.114	0	0.096	26.677	0	0	0	0
GLRX2	3.725	25.666	3.688	38.527	25.484	1.91	0	0.305	0	6.226	0	2.826	0
SNAPC1	0	30.703	0.575	14.504	0	0.343	0	0	0	0	3.662	0	0
DERA	34.41	93.841	182.548	17.11	24.484	0	0	214.028	72.373	0	0	2.244	0
STRAP	99.791	95.56	0	36.681	54.397	84.986	0	1.286	0	0	444.359	214.998	133.985
ABCC2	0.908	0.473	1.169	0.517	8.885	0.116	0	0.242	0	0	0	0	0
DEF6	47.542	0	0	6.373	0	0	0	0	0	0	0	0.627	0
PLEKHO1	32.524	124.78	0	18.222	61.71	0.139	0	1.444	58.226	0	0	14.336	0
GCLM	43.006	56.763	0.282	41.898	64.236	0	4.449	1.399	10.85	0	0	0	0
UBR2	45.691	28.513	0.345	61.927	24.347	47.362	5.455	102.642	0	0	1.1	0	1.811
EHD2	4.536	0	0.778	7.236	6.454	0	4.098	0.242	0	0	0	0.813	0
DEPDC1	4.521	26.997	0	1.374	0	0	0	0	0	0	1.648	0	0
CCDC28A	38.963	83.628	516.754	173.56	88.21	0	0	440.402	19.512	0	0	153.484	0
RRAGD	41.045	18.27	38.234	45.972	42.434	5.215	0	0.374	0	0	1.918	0	0
HSF2	5.927	0	0	2.251	11.714	207.954	0	0	0	0	0	0	0
PHF20	28.867	9.728	1.457	18.382	55.878	6.746	0	10.066	38.584	0	0	0.19	0
HSD17B6	5.482	14.683	2.016	8.032	16.717	0	0	0	0	6.381	0	0	0
NR1H3	0	0	0.674	0.447	5.586	0	1.773	0	0	0	2.146	0	0
TYMP	136.13	5.582	0.46	127.638	99.146	76.929	0	1.999	17.713	1.456	2.93	0	0
NCAPH2	2.253	2.347	0	0.642	58.111	0	0	0	18.616	0	3.079	0	0
TOMM34	13.807	0	0	0	70.608	0	0	0	42.78	0	0	0	0
SEC63	12.847	8.633	0.533	27.862	8.846	0	1.872	0	20.546	1.126	18.125	0	0
KPNA6	9.515	25.769	0	22.498	31.312	16.219	0	2.662	0	0	1.3	0	1.07
VIM	282.872	48.867	78.154	354.173	161.996	191.168	81.03	60.292	57.007	29.045	58.463	0.309	1.552
RTEL1-TNFRSF6B	0	0	0.672	0	0	0	0	0	0	0	0	0	0
FAS	49.368	101.971	0	20.5	1.488	110.24	0	0	0	0	0	2.25	0
RNASET2	37.947	27.159	1.199	25.998	19.049	35.207	1.052	0	15.389	0	0	0	1.048
CD44	17.964	44.092	0	58.37	113.264	56.349	0	131.831	14.696	0	30.143	0	57.624
KCNG1	0	0	0	0.373	1.164	0.503	0	0	10.816	0	0	0	0
AGPAT4	1.826	0	0.174	0	0	0	0	0.216	0	0	0	0	0
SLAMF7	0.368	0	0.316	3.776	0	0.189	0	1.962	0	1	0	1.32	0
BTN3A1	0.642	16.038	0	9.869	17.118	0	0	0	15.903	63.6	0	0	0
MIPEP	3.134	43.519	0	4.166	0	0.803	2.359	7.235	0	0	0	0	2.35
PRKCH	12.288	35.25	1.383	0.689	10.033	0	0	87.696	13.316	0	0	0.903	0
INSRR	0.349	0	4.79	0	1.241	0	42.544	4.461	0	0	0	2.814	1.57
IFNGR1	306.239	46.376	0.466	100.852	3.863	16.701	0	167.52	62.81	0	1466.396	22.879	615.696
B4GALT7	0.722	3.009	0	0.823	0	0.555	0	0.192	0	0	43.435	28.491	0
SH2D2A	0	0	0	0	0	0	0	1.132	0	0	0	0	0
VRK2	27.715	31.493	177.302	21.246	7.171	0.258	0	90.758	24.982	0	0	0	0
TNFRSF1B	165.366	0	0	1.615	5.043	34.394	0	0.755	0	0	0	0	0
VEZT	20.929	36.826	0	17.828	43.372	0	0	0.108	3.358	0	2.222	0	0
POU2F2	18.241	9.806	0.337	13.186	18.84	7.139	0	8.465	6.482	3.196	1.072	0.528	0
BRD9	0	0	0.798	0	8.597	0	0.84	0.198	0	0.505	0	0	0
SNX1	29.474	21.224	0.156	37.11	46.602	1.212	0	124.477	42.092	0	27.85	29.196	0
TBPL1	50.495	11.034	0.606	14.083	6.281	0	1.595	10.537	0	0	15.444	0.95	4.767
ARNTL2	7.389	9.555	0.219	0.29	0	0	0	0	0	0	0	0	0
BCLAF1	8.399	9.721	217.039	16.59	20.585	11.769	796.761	72.703	0	94.8	104.081	49.697	54.592
SLC39A9	17.953	9.35	11.983	2.841	59.434	0.128	68.707	6.643	70.049	11.513	9.542	3.8	3.366
ANK1	2.637	27.121	0.283	1.69	4.104	11.574	0.744	0.088	5.447	17.009	6.307	7.387	0.742
IBSP	0	0	0	0	4.095	0	0	0	0	0	0	0	0
TFB1M	5.853	13.548	0	13.339	74.036	2	5.875	1.733	10.747	3.533	17.777	1.166	5.853
RABEP1	20.706	6.811	0	31.045	40.708	0.978	0	0	0	0	0	0	0
HMGB3	1.794	0	1.155	9.2	3.191	0	0	2.151	0	1.218	2.452	18.095	0
NUP160	8.299	7.348	0	13.003	15.501	0	0.937	111.329	6.857	0.564	0	0	0
BAK1	0.804	0	0	14.666	0	0	0	0	0	2.185	0	0	0
MUSK	1.257	6.111	0	2.388	8.945	0	0	0.447	0	0	0	0	0
IKZF2	2.326	7.874	0.624	3.644	17.066	5.068	0	0	0	0	0	0	0
GRN	182.768	12.087	210.372	28.65	51.604	32.967	4.368	0.258	15.981	0	338.348	15.605	243.676
FAM13B	20.909	26.134	0.224	21.741	65.086	12.193	0	0.139	17.276	0	1.429	0	0
ARHGAP31	1.517	0.79	0.163	2.809	19.562	0.097	0	0.101	0	0	0	0	0
CENPQ	1.027	25.667	0	1.17	25.569	0.526	0	0	0	0	0	0	0
SARS	18.554	1.933	0	20.614	56.106	91.787	0	262.242	22.996	0	7.608	200.02	2.087
RANBP3	1.195	0	0	7.353	5.952	0	0	0.127	0	0	0	0.214	0
ARID4A	27.743	23.02	0.807	27.595	58.55	38.569	0	0	15.541	0	6.427	40.68	1.058
EIPR1	2.157	0	0	0	1.096	0	0	0	0	0	3.369	0	0
PNPLA6	2.729	2.584	0	0.283	4.413	0	0	0.132	0	0	0	0.667	0
IFT88	18.052	47.918	0	15.262	138.805	0	0	0	0	0	0	0.261	0
ALG1	0	0	0	4.453	1.39	0	0	0	0	0	0	0	0
ZCCHC8	8.971	11.782	0	6.667	32.608	0.2	0	22.654	0	0	0	0	0
ABCF2	2.556	56.794	0	2.912	1.515	0	0	0	0	0	2.329	0	0
CHPF2	15.233	0.881	0	2.893	3.011	0.217	0	0	0	0	4.627	0	0
LRRC7	2.307	10.119	0	1.245	11.665	0.062	1.097	0	4.014	2.309	1.328	0	0
FUT8	14.341	13.278	0	11.5	34.013	0	0	0.283	8.777	0	1.452	0	0
UBA6	16.187	4.864	0.401	3.015	17.719	0.08	0	0	0	1.691	3.404	0.279	0
GAB2	44.937	3.285	0.902	8.385	3.74	47.959	2.374	0	0	1.427	107.748	0.471	0
ATP6V0A1	26.962	8.121	0.139	7.033	26.002	0.833	0	0.519	8.052	0	0	0.146	0
PIAS1	65.883	7.224	0.142	29.54	82.827	11.343	0.746	62.997	8.186	0	0	0.296	0
SLC4A7	1.48	7.324	0.635	4.85	19.09	0	0	0.197	0	0	13.151	0.166	0
APBA2	0.777	2.698	0	1.476	8.294	0.133	0	0	0	0	0	0	0
MAP2K3	120.88	97.003	0.404	354.808	48.526	165.891	0	0	0	0	0	2.53	0
EFCAB1	3.985	5.747	0	4.89	19.628	0	0	0	0	0	3.351	0	0
TMSB10	1033.161	2122.389	5421.318	1054.654	1212.422	1739.726	10128.011	17484.839	770.673	2075.358	3804.704	5769.632	758.679
ASTE1	0	15.143	0.891	0	0	0	0	0	0	0	0	0	0
RNF19A	8.261	1.229	0	33.955	49.331	0.907	0	0	9.751	107.377	0	0	1.328
PEX3	0.801	0	0	0.912	0	0	0	209.509	0	0	0	0	0
GABARAPL2	269.774	346.969	3.523	547.987	139.788	324.097	238.426	91.562	116.299	55.75	76.948	21.556	380.005
MYOC	0.848	0	0	0.966	3.016	0	0	0	0	0	0	0	0
SH3YL1	2.391	0.664	0.137	1.634	1.134	0	1.44	29.382	0	0	1.742	0	0
FAM136A	17.297	2.402	1.484	7.884	2.051	10.05	0	33.181	0	0	0	10.338	0
VCL	44.519	412.887	0.458	412.734	171.684	6.208	0.804	24.861	500.271	264.08	234.62	200.674	184.297
DEPDC1B	10.753	0	0	3.196	8.316	0	0	152.457	0	0	0	0.419	0
DAPK2	14.64	15.522	0	30.238	28.832	0.536	1.771	0.209	6.48	0	0.715	0.117	0.588
NSMAF	33.191	3.006	0.991	35.848	12.321	0.444	0	0.308	0	0	61.536	0	0
ADSS	5.339	27.3	0	21.017	12.087	27.619	0	0	0	0	0	0	0
STAP1	25.803	20.157	0	4.9	34.424	147.158	0	258.944	0	0	0	0.964	0
TIMP2	12.319	8.554	0.271	4.319	12.361	11.983	2.854	0.505	0	0.858	0	0.566	1.421
RFC1	26.747	23.722	1.591	21.123	28.264	0.272	1.196	114.3	0	0.719	2.896	0	2.383
TBC1D23	12.395	2.152	1.773	20.793	45.32	0	0	65.312	11.379	1.87	3.765	108.032	0
CUL3	11.445	14.82	0.133	24.496	10.454	0.714	0.699	0	0	0	0.846	1.248	0.696
MYOM2	2.268	1.05	0	0.287	11.653	0.387	2.276	0.537	0	0.684	0	0	0
OTC	1.03	15.016	0	8.213	40.296	0	0	0	0	0	5.629	0	0
CYP46A1	0.761	0.793	0	2.385	2.707	0	0	0	9.432	0	1.04	0	0
AC118549.1	9.481	0	0.17	3.376	22.487	0.101	0.892	0.105	0	0	0	0	0
SLC18A1	2.275	2.844	0	15.038	19.427	0	0	0	0	0	0	0.408	0
USP2	3.137	11.435	0	0.447	9.764	0	0	0.209	0	0	0	3.515	0
CASR	0.593	5.249	0.254	2.364	5.273	0.304	0.67	0.553	0	0	0.81	0	0.667
TUBG2	0.642	0	0	0	2.284	0	0	0	21.215	0	0	0	0
RPL26L1	24.458	98.718	0	34.838	21.753	44.668	6.905	136.842	0	0	0	5.482	0
FLT4	0	0	0	0.229	0	0.412	0	0.643	0	0	2.198	0.18	0
NSUN2	35.548	1.346	11.37	0.736	5.748	0	0	1.378	0	0	0	3.477	0
FBXO42	2.575	16.091	0	14.444	21.138	0.102	0	0	6.546	0	2.166	0	0
MFAP3	0.685	2.378	0	3.121	7.309	0.117	1.031	0	3.772	0	1.248	0	0
MRI1	0	0	0	4.107	1.832	0.264	6.977	0	0	1.398	0	0	0
METTL1	0.679	0	0	0	0	40.022	3.067	0	11.219	0	0	0	0
HOXC8	6.594	19.623	0.808	8.587	10.053	0	0	0	0	0	0	1.689	0
AGA	5.321	12.471	0	0	4.733	0	0	23.039	0	0	0	0	2.993
PI4K2B	0	0	0.431	14.892	44.704	1.031	0	0	0	0	0	0	0
BOD1L1	13.575	16.126	3.562	20.71	58.272	0	0.507	0.299	0	14.626	17.787	0.101	0.505
MAT2B	185.081	76.249	496.047	164.864	98.275	148.516	0	438.275	79.887	196.011	0	131.254	0
TLL1	3.312	15.276	0.609	1.348	14.306	0	0	0.504	0	0.642	1.293	0	0
EDC4	0	0.6	0.247	4.598	0	0	0	0	0	0	0	0	0
TRIO	3.05	0.635	0.087	2.201	1.085	0	0	0.325	0	0.552	5.003	0	0.915
VCAN	6.119	1	0.412	0	4.695	3.383	0	0	0	0	70.18	0	37.25
CLEC16A	5.648	0.882	0	2.735	34.659	0.072	1.276	0.376	4.667	0	0.772	0	0
MSR1	5.466	5.694	0.586	13.237	24.309	0.584	1.029	0.607	0	0.619	2.49	0	1.025
CDH1	4.321	13.202	0.989	0.656	3.074	0.443	0	0.46	0	0	0	0	0
MTREX	6.221	7.889	2.786	3.391	8.661	2.496	3.666	0.865	31.291	2.204	5.915	1.698	7.303
DNAH5	10.044	13.724	1.112	6.276	11.143	0	3.415	0.058	0	0.293	0.59	0.097	0.486
ZFYVE16	47.352	41.721	1.199	6.546	33.691	1.99	2.104	0.745	138.541	5.903	16.126	1.949	18.163
RIPOR1	4.76	11.017	1.588	8.437	0	0.136	0	0	8.74	0	0	0.948	0
C6	8.636	10.168	0	0	36.065	0.192	0	0	0	0	0	0	0
RAI14	15.277	13.02	0	18.727	58.467	0	0	53.9	0	0	0	0	0
SOX30	0	0	0	0	0	0.263	0	0	0	0	0	0	0
PNKP	1.536	12.796	0	7.437	2.731	0	3.468	0	0	1.043	0	0	0
BEST2	0.672	2.802	0	2.299	0	0.345	0	0	0	0	0	0	0
PHLPP2	14.243	2.67	0.244	1.461	38.002	0.073	0	0.152	0	0	0.779	0.128	0.641
SPDL1	1.49	21.727	5.754	0	0	2.1	0	0	0	5.058	4.073	0	0
STAU2	13.447	6.179	0	19.379	20.402	0.203	0	4.742	29.411	0	35.675	3.191	24.915
PQLC2	37.759	1.38	0	0.755	0	7.471	0	0	0	0	0	0	0
CTNS	6.807	6.545	0	6.564	0	0	0	0.279	34.613	0	8.588	84.969	0
RTN4R	0.533	1.11	0.457	0	1.896	0.273	0	0.284	0	0	0	0	0
PHF23	22.378	0	0.549	16.028	56.864	69.813	0	0.341	10.566	0	0	1.146	0
CDH10	14.099	28.357	0.417	4.432	19.025	5.483	0	1.295	0	0	2.658	0.436	0
INPP4A	1.349	4.778	0.579	3.998	2.88	0.83	0.61	0	4.46	0	0	0	0
RAB27B	13.407	185.036	0	32.192	109.022	0	1.081	0	15.826	0	5.235	60.527	0
PSMA4	9.156	74.177	0.873	13.911	90.482	16.168	546.869	86.6	4.203	0	70.912	0	28.611
MYO16	11.207	10.868	0	6.825	36.431	0.297	0.873	0.309	22.351	0.525	2.113	0.52	4.347
LSG1	8.863	13.848	0.634	3.367	21.022	1.515	0	0	0	0	0	0	0
PARP3	3.038	0	0	0	0	0	0	0	0	0	0	0	0
TNC	9.417	5.385	0.317	6.523	1.314	0.095	0	0.197	0	0	0	0	0
THAP3	16.168	34.591	0	0	0	0	0	0	0	0	0	0	0
RIPOR3	0	3.701	0.254	2.362	0	0.152	0	0.316	0	1.609	0	0	0
TDP1	2.857	29.763	0	3.256	16.265	0.586	1.291	0.152	0	0	1.562	0	0
AIFM2	2.426	1.444	0	1.185	0	0	0	0.369	0	1.882	0	0	0
C2orf83	0.51	1.063	2.19	0	0	0	0	0.544	0	5.545	2.79	0	0
SPATA7	4.92	28.588	0	2.655	0.921	0	0	0	8.558	0.703	0	0	0
MED17	9.213	10.265	0.092	5.493	25.534	0.055	0.484	0.114	1.77	0.291	0.586	2.401	0
RETSAT	3.11	0	0	0	3.161	0	0	162.4	0	0	0	0	0
CAPG	34.809	0	0	106.55	2.428	69.978	9.249	122.561	67.674	79.712	3.731	0	0
AP2S1	49.078	108.765	0	85.671	18.574	88.325	160.374	10.572	34.512	79.412	17.126	40.254	23.493
USH2A	5.467	2.711	0.223	2.867	21.917	0.489	0	0.647	5.736	0	0	0.156	0
ZPBP	0	4.207	0	6.137	0	0	0	0	0	0	0	0	0
TG	15.664	1.332	0.137	3.825	17.059	0	0	0.256	0	0	0.874	0	0
ADAM28	13.32	1.189	0.163	1.735	13.539	0	0.86	0	0	0.517	3.121	0	0
BARX2	10.209	4.051	0	4.986	43.239	0	0	0	8.034	0	0	0	0
DCUN1D1	20.729	48.03	0.363	30.37	0	39.471	293.336	0	10.486	2.298	1.156	64.664	1.904
JADE2	9.368	1.876	0.155	4.311	1.282	7.665	0	0	2.977	0	1.97	0.162	0.811
ZIC2	0	2.24	2.768	3.063	1.912	0	0	0	0	0	0	0	0
LCP2	123.797	26.608	0	43.104	40.197	6.044	4.438	20.156	8.118	0	138.312	16.075	0
TRIT1	0.272	11.348	0	14.897	27.13	0	0	0	4.501	0	0	0.244	0
ADRB1	0	2.598	9.634	0.711	6.656	0.32	8.452	1.994	0	0	17.048	1.118	0
GUCA2B	0	0	0	3.396	0	0	0	0	0	0	0	0	0
CUL7	0.316	0	0.543	0.36	1.125	0.162	0	0.168	0	0	0	0	0
CTNNA1	14.307	13.433	0.519	19.518	11.47	31.611	0	0	33.3	0	0	0	0
PHKA2	4.927	0	1.691	4.267	7.712	22.832	0	0.315	0	0	0	0	0.887
CNTLN	8.845	38.863	0.69	27.122	26.318	0	2.906	0.257	15.946	0.437	0	0.144	0
EPHA3	0.8	11.108	0.458	1.823	0.948	0	0	0.284	0	0	0	0	0
HSPA5	43.709	15.176	1.563	30.61	51.833	19.373	2.057	1.456	7.524	0	1075.301	66.942	194.631
DSG2	4.312	7.785	0	29.807	10.226	0.442	0	0	0	0	7.857	0	0
GEMIN8	0	0	0	0	75.732	0	0	0	0	0	0	0	102.393
OFD1	10.321	12.184	0	20.777	24.478	0.176	0	0	39.797	0	1.881	0	0
