Gene.symbol	CRC01	CRC02	CRC03	CRC04	CRC05	CRC06	CRC07	CRC08	CRC09	CRC10	CRC11	CRC12	CRC13	CRC14	CRC15	CRC16	CRC17	CRC18	CRC19	CRC20	CRC21	CRC22	CRC23	CRC24	CRC25	CRC26	CRC27	CRC28	CRC29	CRC30	CRC31	CRC32	CRC33	CRC34	CRC35
ALPK3	0.088	1.676	0.164	0.69	0.492	1.051	0.911	0.952	4.414	2.364	0	3.13	1.442	2.643	2.871	6.497	2.054	2.161	1.779	0	0.048	0.177	0.326	8.661	1.101	5.07	1.1	0	22.558	2.246	0.296	2.002	1.538	2.551	0
TM6SF1	28.229	64.912	89.564	66.467	148.128	107.604	81.08	26.479	7.546	35.206	63.858	26.292	15.809	38.946	29.378	27.687	3.874	42.975	31.662	28.376	32.609	21.873	29.358	13.787	58.54	2.4	10.145	11.841	5.013	77.534	79.209	93.985	37.945	78.145	6.079
CIB2	2.21	11.979	0.94	1.459	1.204	2.623	5.198	9.299	0.421	0.912	2.949	1.254	4.475	7.078	3.464	16.615	0	0.225	12.051	0	9.04	8.612	7.153	0.942	2.981	17.076	44.864	4.283	11.954	1.065	3.877	0	14.661	10.405	0
CALCOCO2	61.499	104.414	61.533	41.699	44.278	54.714	61.581	94.115	157.559	102.252	63.363	137.532	105.221	99.17	125.699	74.725	130.229	73.597	114.576	89.386	64.995	93.949	148.847	136.513	68.137	184.735	50.157	145.267	154.296	68.859	56.579	38.009	94.567	86.084	141.906
RSAD1	9.823	12.023	2.67	1.975	3.899	6.471	12.213	10.811	44.288	18.019	8.817	19.87	22.656	22.352	27.248	11.531	82.62	6.724	6.542	10.548	11.428	17.873	21.286	4.542	8.784	21.622	7.671	5.108	2.567	7.488	6.166	5.218	8.889	14.295	7.321
NMT1	49.134	28.321	16.877	27.046	16.343	36.367	45.805	43.11	60.188	47.586	25.336	73.141	60.064	47.795	89.534	62.672	49.431	49.598	30.464	21.992	28.735	52.946	53.309	74.502	33.909	69.062	48.723	32.615	87.473	28.28	25.575	19.982	47.067	34.947	88.293
MYCBPAP	0	0	1.17	0.17	0	0	0.401	0	0	0.1	0	0	0	0.113	0	0	5.275	0.074	0	0	0	0	0	0	0.404	0	0	0	0	0.263	0.213	0.56	0	0	0
SRSF1	24.171	35.76	7.451	8.054	4.966	21.982	7.533	28.181	48.706	37.811	8.326	128.17	18.688	29.928	57.078	43.55	28.415	15.314	25.385	42.15	11.616	8.507	15.429	41.341	18.813	12.481	50.445	33.806	34.87	14.887	19.652	9.018	35.489	41.784	56.182
VEZF1	50.933	42.081	30.073	25.463	24.332	41.395	28.552	51.688	56.212	71.939	28.849	92.461	103.589	62.634	60.914	46.093	65.7	46.799	43.035	39.387	29.187	84.39	49.098	51.976	45.875	58.095	24.429	40.441	55.244	28.268	34.528	52.205	48.997	47.722	88.242
CHAD	0.376	0.783	0	0	0	0	1.054	0	0	0	0	0	0	2.855	0	0	0	0	0	0	0	0	0	0	0	0	0.361	0	0.285	0	0	0	0	0	0
TACO1	8.488	13.338	3.196	3.343	6.792	8.352	7.485	18.308	3.509	23.004	7.953	21.028	15.209	15.028	12.534	16.32	5.253	9.588	15.548	11.278	16.307	3.217	6.039	41.926	5.851	13.796	15.034	17.014	45.434	3.95	5.191	3.549	17.699	3.014	41.228
TEX2	21.449	18.08	20.931	25.75	10.564	14.263	19.94	15.088	30.592	12.238	15.353	27.007	33.664	15.141	6.803	26.07	20.058	19.261	15.451	10.555	22.802	13.893	11.635	20.044	18.371	18.743	17.812	3.224	29.845	19.671	14.842	13.048	14.724	14.732	4.447
DCAF7	76.175	52.351	23.835	24.462	22.702	48.983	35.125	62.688	143.751	44.994	44.134	149.489	102.372	73.034	113.864	71.469	113.383	48.399	63.097	72.176	38.834	78.498	102.015	76.314	42.92	88.712	60.204	111.623	70.386	55.109	34.166	31.096	71.221	71.955	125.722
GH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIMD2	79.257	78.388	29.91	25.238	27.009	48.327	51.222	115.001	180.837	83.373	68.309	161.157	108.51	113.851	79.647	75.095	143.462	70.268	154.521	119.593	62.264	129.062	177.29	140.934	58.759	157.218	170.205	175.517	150.731	47.094	40.719	25.584	116.73	78.824	96.48
BRIP1	15.978	16.143	9.371	12.635	12.453	6.554	6.535	8.022	2.936	19.449	7.776	12.765	16.537	6.193	14.014	11.495	2.415	13.798	14.314	14.158	8.529	17.019	4.151	5.748	10.83	1.935	8.304	0	4.302	4.077	8.272	12.793	10.804	9.955	2.834
KAT7	7.745	11.487	4.809	6.225	7.443	9.415	10.04	9.244	26.041	9.047	12.325	25.131	25.025	22.083	11.96	10.13	21.646	8.891	14.841	20.806	7.028	9.955	13.625	26.013	6.213	4.807	16.417	28.57	12.751	5.302	5.705	7.846	8.345	14.848	3.167
RTP4	19.435	32.378	12.119	3.201	3.049	11.181	1.68	6.25	74.049	2.238	14.07	34.001	0	6.937	51.54	1.671	8.336	15.68	18.701	0	2.699	0	0	0.186	16.465	17.307	1.884	0.845	11.225	3.678	12.195	0	8.475	4.49	40.598
ACTL6A	9.43	33.012	9.639	5.615	6.095	16.116	6.911	21.432	27.935	17.034	13.204	21.7	17.731	23.533	42.479	21.268	30.213	11.882	11.535	22.567	16.407	18.39	30.805	45.119	16.279	25.706	18.852	5.597	39.929	15.707	9.559	8.941	15.331	30.001	32.573
NDUFB5	35.862	24.669	5.843	10.513	9.392	16.465	9.379	22.018	47.424	27.397	15.256	30.166	48.211	27.208	55.427	21.558	57.096	18.862	29.201	28.339	15.271	36.649	41.646	68.736	9.229	20.5	20.055	41.073	26.392	9.637	19.998	6.53	24.427	23.058	20.389
MRPL47	53.276	71.621	26.184	60.517	37.261	46.088	46.258	68.447	60.772	105.826	60.337	54.995	93.622	101.934	80.342	46.71	70.046	31.522	104.312	122.19	61.041	95.039	114.446	64.31	50.535	93.249	61.491	37.694	77.147	51.311	39.812	40.641	36.317	89.644	88.558
TRA2B	36.454	53.553	33.205	43.082	29.081	42.317	66.331	55.144	78.163	29.44	63.637	67.053	60.922	59.538	66.588	62.68	57.841	38.642	51.811	60.81	44.883	49.644	95.679	39.051	41.274	42.02	64.256	36.368	74.678	32.682	30.163	42.888	31.956	43.52	101.576
SCN2A	0	0	0.142	0	0	0.021	0.23	0	0	0	0.016	0	0	0	0	0	0	0	0	0.011	0.044	0	0.046	0	0	0	0	0	0	0.145	0.059	0	0	0	0
TBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCH7	87.765	80.815	30.379	34.867	32.165	52.542	46.919	52.687	96.883	70.346	46.118	70.181	71.266	71.224	89.353	69.961	59.111	62.771	106.088	67.695	42.775	62.997	77.813	62.799	43.443	63.195	91.971	68.486	147.605	51.989	40.21	41.225	45.381	59.481	50.938
ERMN	0.727	0	0.408	0.545	0.196	0.613	1.891	0	2.774	0	0	0	0	2.287	0.055	0	0	0.659	0	0	0.656	0	0	0	0.942	0	0	0	0	0	0	0	0	0	0
GALNT5	5.764	7.403	0.954	0.162	0.916	0.395	0.766	1.321	13.337	0	13.109	11.122	0.101	2.336	2.638	1.489	0.427	0	0	0.038	6.344	8.254	18.775	0.678	2.318	4.241	5.152	0.064	10.912	4.694	0.61	0	4.829	6.96	4.271
SCN7A	0	0	0	0	0	0	0.548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461	0
TANK	43.499	72.682	33.998	31.835	31.62	32.417	38.97	34.661	67.175	39.935	35.89	60.859	104.255	67.409	71.051	45.839	32.696	49.818	71.924	96.439	48.539	74.563	85.589	77.408	39.117	50.738	67.454	57.813	94.723	28.888	34.052	35.666	47.87	48.779	26.676
BLK	7.55	1.667	9.053	1.851	7.127	14.509	22.581	38.714	12.177	8.434	2.758	15.9	18.103	14.381	18.563	5.907	2.968	11.405	14.127	38.619	20.086	34.991	35.148	13.086	7.041	35.824	38.76	51.806	30.519	9.906	11.927	8.63	10.809	18.967	6.691
GATA4	2.593	3.951	0	0.498	0.048	0.165	0.748	0	0	0	0	0	0.051	0.882	0	0.585	5.058	2.878	0	8.065	2.183	3.291	0.062	4.291	1.694	0	0.732	0	0	0	0	2.26	0	0	0
SKIL	42.828	39.075	11.784	19.485	19.901	17.045	24.37	28.593	41.548	41.981	9.119	68.967	46.743	36.835	46.592	41.783	32.612	21.671	22.064	43.746	17.248	65.082	56.217	54.938	30.509	28.34	45.893	30.593	92.038	22.84	22.274	16.89	34.318	40.53	33.467
EPRS	74.955	79.436	32.993	32.386	26.321	48.407	47.427	83.729	106.233	96.917	56.271	113.424	155.638	109.868	116.205	77.339	60.876	50.2	68.294	103.606	50.169	112.215	90.984	132.614	60.479	111.836	142.638	101.018	110.333	42.995	66.408	48.066	64.173	89.881	84.89
HLX	4.327	5.566	1.941	1.465	0.951	1.513	6.374	4.618	5.063	9.831	8.912	7.866	12.078	17.747	8.007	8.678	4.764	10.571	36.507	6.376	4.863	16.571	7.264	5.053	7.113	5.524	4.827	0.773	3.354	4.342	3.267	1.935	1.939	5.918	15.719
VPS45	5.79	15.563	11.046	8.605	3.44	14.528	9.548	13.224	21.315	4.356	7.918	12.015	27.317	12.698	16.476	13.413	33.697	16.14	23.42	12.881	6.359	27.598	38.781	12.1	8.787	6.433	9.311	27.365	17.78	9.128	6.059	8.527	7.056	15.56	32.416
IL10	0	0	0	0.769	0	2.044	1.983	2.868	0	0	0	0	0	0	0	0	44.53	0	0	0	0.608	0	0	0	0	15.444	0	0	0	1.061	0	0	0	1.295	0
KCTD3	2.337	15.805	6.55	10.765	8.303	5.809	7.801	18.38	5.493	15.876	5.019	17.519	46.663	8.5	10.509	24.097	2.092	17.768	7.194	26.277	4.787	45.724	7.952	20.629	4.886	8.935	12.274	0.089	23.004	7.189	9.096	8.518	9.352	11.042	13.456
RPS6KC1	44.476	44.719	39.444	53.039	33.823	30.443	35.239	25.419	22.782	43.578	47.684	54.457	32.91	46.229	46.411	38.758	41.768	36.949	71.414	10.875	52.43	26.65	50.128	38.64	39.207	38.507	33.892	45.249	52.219	30.838	40.025	42.467	43.026	25.928	12.805
CBWD2	14.838	11.724	3.124	2.699	4.387	8.074	6.248	10.916	23.487	9.579	7.333	12.266	25.053	10.038	11.996	11.419	12.815	10.345	16.64	23.292	10.616	12.945	21.09	19.474	11.204	13.254	4.726	7.089	8.739	5.922	8.919	5.327	9.325	12.467	10.212
IL36G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RN	31.187	22.481	0.826	3.452	1.522	5.712	3.207	11.119	27.511	16.089	31.278	63.785	50.909	12.716	5.745	16.97	23.464	33.492	41.352	8.883	12.318	54.307	24.414	16.324	19.068	17.243	9.19	8.871	70.909	7.197	9.369	4.205	24.27	25.289	10.433
IL36A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL36RN	0.088	0	0	0	0	0	0	0	0	0.857	0.116	0	0.347	0	0	0.501	0	0	0	0	0	0	0	0	0	0	0	0.133	0.778	0	0	0	0	0	0
IL36B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1F10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307	0	0	0	0	0	0	0	0	0	0	0	0	0.204	0	0	0	0	0	0	0	0
CFC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMPD4	13.624	8.459	4.986	3.647	4.468	2.223	6.437	11.613	15.297	9.255	7.958	26.204	17.919	9.069	4.032	10.15	4.158	5.463	16.196	17.666	5.048	10.211	13.566	8.774	7.245	15.362	35.415	9.02	10.018	3.41	3.51	1.856	3.076	8.326	24.347
WDR33	6.248	18.125	7.581	11.36	10.563	11.649	15.482	14.971	27.948	12.627	17.311	13.003	15.916	22.03	12.155	16.261	32.855	12.46	17.098	17.012	10.734	18.107	28.52	23.914	10.865	26.517	16.687	26.895	6.545	9.094	8.053	9.766	15.607	11.008	7.767
CCDC115	19.248	22.339	4.031	9.061	8.941	18.636	9.037	13.961	32.753	28.852	4.31	30.141	31.979	21.118	4.502	20.104	24.675	10.972	19.175	17.191	12.754	15.755	41.892	25.205	9.352	34.49	32.165	46.518	48.838	16.018	13.811	7.964	12.382	12.546	45.339
SAP130	35.993	32.259	14.099	16.895	16.057	19.587	21.548	16.678	65.269	42.747	31.402	19.299	58.295	42.187	70.027	34.343	14.569	28.247	48.958	41.266	24.159	35.262	10.907	57.272	18.929	55.89	83.231	39.13	30.505	13.2	19.343	12.732	23.257	34.786	58.077
BIN1	20.411	25.019	4.53	7.897	9.605	18.048	14.421	23.575	41.844	49.063	11.072	40.353	45.7	25.67	20.35	23.037	39.259	22.458	29.128	15.22	23.495	19.149	47.313	38.563	10.1	65.888	50.416	57.223	23.621	18.888	16.811	9.616	28.406	21.35	96.887
IMP4	25.247	27.525	5.981	6.681	5.3	10.966	15.492	26.071	37.868	19.76	12.866	34.213	23.035	33.25	28.321	19.143	31.975	25.682	24.376	34.142	11.067	53.299	64.037	13.467	15.203	11.319	43.385	77.644	43.188	10.214	12.929	7.329	31.269	19.88	28.071
HS6ST1	2.356	3.247	0.335	0.866	0.092	2.352	3.497	11.728	11.082	0	9.87	1.149	3.857	5.964	0.102	1.21	8.806	6.749	3.074	0.219	5.262	13.077	3.278	7.032	3.535	0.072	0	7.196	1.205	1.831	1.579	0.78	5.781	2.682	7.599
UGGT1	31.414	32.733	39.254	56.77	29.55	44.487	44.589	25.504	19.364	25.243	34.593	15.261	23.369	31.864	16.016	26.029	24.645	31.186	44.025	24.877	31.415	18.667	45.407	29.093	32.392	24.231	19.489	12.378	25.904	48.596	25.659	33.055	24.692	41.195	18.957
GYPC	119.173	116.612	24.232	87.383	37.067	53.992	43.648	127.304	206.335	256.196	137.504	177.049	324.055	140.174	263.14	92.794	192.167	134.807	202.552	685.098	90.226	329.694	133.244	403.976	157.732	302.056	231.489	194.481	151.282	98.651	67.418	37.114	126.106	145.344	197.327
STAM	110.013	102.999	49.317	70.438	47.976	63.482	53.159	68.821	86.61	101.182	134.065	36.173	140.87	85.214	74.689	84.677	52.367	76.481	152.448	104.325	74.381	45.721	58.436	64.964	57.263	70.117	199.606	18.201	75.712	57.574	79.886	53.427	95.123	70.081	54.819
GAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	241.958	186.881	268.375	177.949	207.887	245.311	169.265	125.936	136.512	193.144	142.957	130.082	94.261	158.977	105.176	127.584	97.27	164.787	146.141	143.82	201.989	138.058	129.841	103.686	165.921	193.279	167.566	96.389	115.556	164.49	172.048	239.983	153.345	173.705	66.348
YME1L1	98.438	91.375	47.286	49.608	35.062	59.189	41.84	81.689	90.775	66.558	48.085	124.996	86.964	72.782	74.964	61.553	99.185	61.902	80.258	96.941	53.931	78.714	57.064	86.956	46.424	65.129	97.778	98.267	103.733	38.958	51.17	45.669	52.869	65.071	130.559
DNAJC1	40.989	54.149	38.368	45.747	25.406	35.521	36.063	50.274	100.771	94.559	24.463	118.643	45.617	55.642	27.518	30.307	134.347	39.84	67.374	22.413	33.961	72.576	20.714	23.909	58.373	30.379	64.116	14.874	74.878	34.277	38.812	26.642	38.325	40.735	23.285
NIPSNAP3A	29.958	39.777	15.091	67.851	27.997	18.461	22.22	48.299	35.787	80.639	83.839	79.68	22.996	52.222	30.242	22.928	5.113	39.292	32.489	75.452	29.612	16.007	9.225	16.092	25.618	48.12	62.41	66.027	67.284	29.847	21.994	22.245	15.285	68.565	60.075
LRRC8A	7.441	7.403	4.93	5.566	4.366	5.568	9.803	12.797	15.704	17.331	14.008	29.981	45.158	22.86	36.727	15.351	23.605	12.686	16.211	17.423	13.734	10.918	16.667	36.233	12.374	14.27	35.698	5.104	29.43	4.59	4.065	4.189	18.187	9.34	21.342
CDK9	25.427	37.514	14.05	14.002	10.626	28.878	45.414	50.859	96.795	47.458	25.38	36.122	48.165	61.74	40.766	42.583	29.08	36.752	40.26	55.971	23.331	54.711	114.486	50.937	27.217	72.728	88.688	64.333	48.399	12.954	21.262	10.953	37.804	25.121	54.461
TXN	130.453	175.273	53.401	61.144	40.928	87.006	68.379	91.39	300.709	203.279	107.82	88.252	170.974	166.05	73.494	150.53	140.977	149.362	215.49	291.825	145.996	268.85	175.219	150.252	103.786	221.082	145.542	163.636	137.477	116.105	57.475	60.744	215.277	86.766	82.158
ODF2	31.646	27.019	25.391	20.173	18.362	25.419	34.008	31.767	52.199	33.558	20.61	25.407	33.653	37.365	39.31	24.673	72.572	28.945	35.241	31.99	37.397	34.822	53.81	49.658	30.37	37.915	23.404	31.011	62.278	30.127	19.594	18.703	31.245	30.125	40.233
ECPAS	113.277	90.236	71.754	94.769	62.816	69.923	68.63	75.6	130.801	81.167	64.059	100.09	65.892	76.031	75.979	91.167	80.725	74.528	88.926	78.798	82.471	61.707	90.353	60.208	52.683	56.741	107.368	75.78	73.66	65.208	69.972	62.334	52.999	77.634	51.312
TOR1B	16.261	14.807	5.006	2.025	2.22	3.783	10.844	6.976	23.02	7.243	18.645	13.361	12.724	16.244	4.778	6.327	24.611	9.614	21.157	5.276	4.863	1.516	24.671	13.992	4.007	29.68	12.067	0	14.981	7.264	4.446	4.076	2.262	12.944	17.783
C9orf78	76.697	133.381	43.926	92.391	36.793	52.556	49.994	94.618	137.44	112.838	75.001	127.708	325.394	153.803	181.344	70.298	140.76	96.854	87.636	444.208	118.659	221.052	164.821	247.003	261.15	276.057	102.382	132.862	187.457	95.832	44.328	28.462	141.487	145.608	132.61
SMC2	7.259	20.744	10.607	4.358	4.396	12.335	4.66	15.235	13.5	8.233	4.804	3.026	28.844	19.886	25.396	11.208	10.218	3.805	2.762	23.784	8.633	13.776	55.178	10.763	11.111	2.703	14.986	0.068	7.853	13.961	5.503	9.032	9.389	18.125	32.013
KLF4	50.874	48.193	8.578	4.632	15.482	24.212	18.747	31.709	85.59	41.643	8.282	85.307	76.544	39.237	69.732	41.302	61.99	37.32	36.215	43.162	13.756	74.109	77.086	48.395	24.269	31.331	25.868	97.479	123.254	15.932	18.317	9.729	65.19	23.266	79.136
TOR1A	9.973	12.32	9.764	5.137	7.95	5.784	4.223	18.288	23.725	5.137	12.834	3.443	7.285	26.738	7.641	15.362	20.848	14.414	29.735	24.74	11.068	9.303	16.886	18.102	6.394	29.191	26.601	32.887	9.4	9.561	7.855	4.12	5.246	12.6	24.913
RALGPS1	1.511	2.402	1.024	1.087	0.799	1.211	1.017	1.681	1.503	0	1.497	4.773	0.196	1.702	3.971	1.573	3.195	0.551	4.035	1.34	1.672	7.325	0.391	2.887	0.824	0	0.031	0.417	1.27	0.762	0.528	1.303	3.482	2.258	4.465
FAM129B	35.759	19.978	7.943	9.433	11.028	14.645	21.689	23.882	59.222	45.924	49.47	59.187	39.266	27.363	48.333	69.988	29.411	23.297	23.269	81.893	18.972	70.915	49.86	103.716	14.712	80.978	62.045	110.048	98.978	29.138	12.082	13.803	27.345	32.862	24.462
OR1J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC4	18.44	21.932	10.315	12.68	4.013	7.351	3.339	16.451	7.893	32.729	5.688	21.114	95.886	19.749	24.983	17.508	31.462	22.016	15.916	69.003	14.054	43.423	37.521	128.618	30.902	90.118	35.123	36.442	27.312	9.996	8.436	5.553	34.219	11.674	14.147
TMOD1	28.038	36.438	19.288	40.246	25.791	17.226	19.971	20.479	7.302	27.727	26.638	56.933	79.232	47.969	76.506	25.473	7.985	19.715	14.165	132.054	43.055	79.453	27.5	70.971	65.654	111.518	13.86	37.178	42.756	29.901	15.707	15.754	59.987	47.423	22.249
DAB2IP	0.148	3.624	0.393	0.747	0.802	2.842	1.144	1.993	13.448	1.929	0.105	9.89	19.314	4.671	4.992	10.297	13.063	7.269	3.301	3.281	2.441	15.958	6.878	10.255	3.545	10.093	5.702	4.363	13.941	4.509	1.469	3	6.574	3.364	0
STXBP1	9.367	6.422	2.751	4.816	3.401	2.298	2.355	4.936	6.74	4.545	3.908	12.919	8.245	3.842	12.408	5.442	5.613	5.946	6.884	16.139	2.713	14.274	9.388	3.822	6.022	1.614	1.631	5.743	8.211	6.89	3.353	2.532	8.977	7.147	10.528
SLC2A8	7.837	1.716	1.313	1.454	4.277	3.551	7.13	0.405	0	0	3.857	1.806	3.9	6.736	0.427	4.929	22.479	4.177	1.968	0	2.67	4.916	7.955	10.443	3.832	0	0	0	4.572	4.51	5.178	3.021	10.431	3.198	0
ANGPTL2	0	0.766	0.058	0.474	0	0	0	0	8.587	2.012	1.677	0.566	0.823	5.292	0	2.307	0	0	3.565	0	0.202	10.285	5.498	0	0.29	0	1.505	12.604	8.971	0.147	0	0	1.505	1.077	4.991
CDK5RAP2	34.966	45.95	21.775	57.081	36.754	36.54	33.484	41.433	53.296	29.888	31.756	45.503	27.921	46.326	36.636	32.586	64.359	29.511	45.151	34.814	33.965	45.346	33.856	80.327	37.739	59.967	26.976	57.006	39.803	37.251	20.268	21.551	43.77	25.89	57.773
ZFP37	0	0.345	0.071	0	0.034	0.732	0.299	0.945	2.699	2.463	4.497	1.309	0.792	2.506	1.736	0.149	6.033	0.266	0.42	0	0.248	0	3.235	0.409	0.947	0.794	0	0	4.36	0.72	0.364	0	1.267	0.879	0
SLC31A2	3.518	16.463	2.238	1.766	8.43	4.887	17.726	7.053	55.777	24.653	17.617	22.274	13.148	13.307	32.657	3.112	18.687	25.918	44.721	17.582	3.455	5.288	50.903	29.764	7.363	1.074	24.551	86.165	26.637	2.511	3.692	5.832	5.844	2.787	3.876
SLC31A1	11.177	7.796	1.268	0.647	2.983	5.728	2.639	9.817	5.281	8.861	17.806	6.966	3.88	11.612	10.758	3.869	15.83	8.564	7.8	12.831	6.852	9.846	15.825	9.747	5.724	37.638	1.713	1.451	6.104	2.898	5.499	2.314	2.141	4.355	0
TLR4	16.01	17.963	3.497	3.484	4.642	8.279	9.085	11.789	22.067	28.628	9.899	32.955	30.181	17.205	16.352	19.856	21.034	26.631	35.678	16.219	9.896	31.073	29.927	37.523	12.077	27.61	13.577	33.733	23.079	6.502	6.304	5.846	20.178	17.035	14.261
ZNF189	17.37	29.997	3.788	6.011	5.898	16.325	11.615	11.42	34.965	24.63	4.078	29.714	30.635	21.695	27.033	25.175	45.664	15.32	9.32	21.995	10.003	38.248	56.531	7.825	16.221	28.791	26.813	68.202	33.328	14.484	5.116	11.433	13.214	14.228	48.063
ALDOB	2.583	1.075	0	0	0.931	0	1.025	0.718	14.679	0.11	1.17	2.86	0	3.736	0	14.402	2.15	0.061	0	0	0.6	0	0	0	0.478	0.513	0.413	9.898	0	0.29	0	0	0	0	9.866
STX17	38.884	42.46	27.813	31.911	13.996	25.867	23.936	41.69	20.088	40.721	22.942	25.185	21.609	27.188	55.954	30.289	22.699	29.165	28.912	54.649	25.22	19.496	66.388	5.424	25.878	17.164	25.527	36.747	40.916	23.873	21.551	31.388	26.087	44.164	27.643
PRPF4	28.213	22.125	9.246	6.782	10.314	17.476	18.132	15.348	59.577	29.84	13.271	16.317	13.985	21.293	53.695	18.692	55.755	22.704	25.09	29.542	15.237	33.976	95.517	9.195	13.226	41.314	30.068	42.759	41.324	12.496	9.979	5.305	27.137	25.88	17.014
FPGS	7.264	7.058	1.882	3.843	4.603	4.42	9.6	4.268	10.619	6.414	2.635	16.615	17.507	7.604	9.455	16.579	14.661	10.74	9.36	10.679	4.535	11.438	23.848	1.249	5.169	6.158	17.624	3.34	15.01	9.886	3.528	0.929	18.985	5.68	13.168
USP20	15.219	13.713	22.985	7.275	15.254	15.869	17.798	6.461	14.835	12.835	8.233	14.932	16.772	16.153	21.804	16.894	12.976	9.57	9.175	8.716	13.58	6.745	26.562	7.482	11.449	1.279	9.78	4.36	22.396	10.869	12.307	13.061	21.204	13.397	2.93
BAAT	0	0	0	0	0	0	0	0	4.594	0	0	0	12.683	0	0	1.742	0	0	0	0	0.077	2.198	0	0	0	0	0	0	0	0.169	0	0	0	1.235	0
KIF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188	0	0	0	0	0
ATP6V1G1	277.572	455.097	258.393	274.877	226.287	304.742	264.089	380.12	518.172	292.984	239.849	344.345	297.134	411.524	362.366	307.608	489.623	269.916	392.676	383.454	348.73	449.611	342.584	272.71	312.257	226.443	298.344	362.184	391.583	210.651	363.761	214.725	295.477	303.715	366.917
TEX10	18.771	17.291	5.558	10.479	7.179	6.067	10.951	12.987	7.986	8.681	6.287	15.194	7.4	9.414	0.661	13.073	19.624	6.911	12.338	4.759	7.979	0.456	11.552	4.814	12.8	48.754	15.231	10.186	5.653	6.612	7.894	10.685	10.278	5.766	19.382
GARNL3	2.666	0.808	0.139	0.266	0.467	0.631	0.441	0.237	0	0	0.099	0	1.25	1.516	0.173	0	0	0.672	0.055	1.637	0.297	2.959	0.594	0.894	0.155	0	0.503	0	0	0	1.478	0.188	0	1.439	5.673
MRPL50	24.956	33.494	5.585	10.948	6.206	12.78	8.334	16.006	31.556	27.986	9.44	63.578	49.747	29.044	45.7	28.489	10.155	13.975	19.604	9.449	16.286	23.181	50.182	25.575	15.132	48.228	29.481	84.192	40.651	9.777	17.063	11.779	25.912	15.078	81.077
DPM2	23.884	23.714	7.228	14.76	8.044	11.405	6.591	17.812	26.718	14.986	30.241	33.027	23.644	22.834	13.318	18.013	13.501	18.019	20.594	47.794	24.433	27.471	9.712	45.732	23.299	21.461	42.877	52.103	30.787	15.141	15.196	1.748	11.911	18.709	45.953
WDR38	0	0	0	0	0	0	0	0	0	0	22.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0
TSTD2	8.156	8.031	5.305	6.147	6.783	5.915	6.787	8.206	4.301	4.218	7.606	15.739	9.106	6.839	15.184	20.056	19.709	4.517	10.665	8.627	5.176	9.673	2.38	6.835	7.685	12.932	20.097	19.219	7.947	8.269	5.35	6.215	7.473	3.801	28.636
GABBR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMGN	583.235	637.45	876.024	250.732	896.662	782.853	540.142	332.315	373.694	468.868	544.05	575.893	642.729	883.492	729.921	334.375	179.995	487.862	509.294	1353.055	785.028	1080.258	534.708	987.39	717.954	1691.184	360.179	575.658	932.266	542.391	651.058	535.682	885.111	676.811	375.696
PSMB7	62.133	52.803	17.063	22.476	23.504	49.439	34.135	40.023	117.676	72.739	18.782	104.447	88.536	62.792	58.776	43.606	106.957	54.408	40.582	67.321	18.631	82.741	110.595	71.126	28.004	152.008	82.635	42.368	149.872	22.707	22.245	15.834	34.803	31.239	123.112
